   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850109E+003   5.90147252E-002   2.84783214E+003   2.84777313E+003  -6.55428207E-002  -1.66701906E+002  -1.66636363E+002   2.84778904E+003  -4.96328445E-002   2.84783867E+003   4.31047490E-002  -1.66685996E+002  -1.66642892E+002
       2       1     1.19999997E+001   7.18828529E+003   6.29298187E-002   2.84771836E+003   2.84765543E+003  -6.54626155E-002  -1.66755752E+002  -1.66690289E+002   2.84766984E+003  -5.10542537E-002   2.84772089E+003   4.85214569E-002  -1.66741344E+002  -1.66692822E+002
       3       1     1.19999997E+001   7.18806629E+003   6.69027157E-002   2.84760290E+003   2.84753599E+003  -6.53807319E-002  -1.66810395E+002  -1.66745014E+002   2.84754888E+003  -5.24972979E-002   2.84760137E+003   5.40192817E-002  -1.66797512E+002  -1.66743492E+002
       4       1     1.19999997E+001   7.18784571E+003   7.09041869E-002   2.84748660E+003   2.84741569E+003  -6.52981199E-002  -1.66865432E+002  -1.66800134E+002   2.84742704E+003  -5.39507399E-002   2.84748099E+003   5.95568069E-002  -1.66854084E+002  -1.66794528E+002
       5       1     1.19999997E+001   7.18762355E+003   7.49345763E-002   2.84736946E+003   2.84729453E+003  -6.52148816E-002  -1.66920865E+002  -1.66855650E+002   2.84730433E+003  -5.54146819E-002   2.84735974E+003   6.51343766E-002  -1.66911065E+002  -1.66845931E+002
       6       1     1.19999997E+001   7.18739980E+003   7.89938831E-002   2.84725149E+003   2.84717249E+003  -6.51310582E-002  -1.66976695E+002  -1.66911564E+002   2.84718074E+003  -5.68891957E-002   2.84723763E+003   7.07520207E-002  -1.66968453E+002  -1.66897701E+002
       7       1     1.19999997E+001   7.18717446E+003   8.30821130E-002   2.84713268E+003   2.84704959E+003  -6.50466478E-002  -1.67032922E+002  -1.66967876E+002   2.84705627E+003  -5.83742943E-002   2.84711464E+003   7.64097595E-002  -1.67026250E+002  -1.66949840E+002
       8       1     1.19999997E+001   7.18694753E+003   8.71992628E-002   2.84701303E+003   2.84692583E+003  -6.49616468E-002  -1.67089546E+002  -1.67024584E+002   2.84693092E+003  -5.98699792E-002   2.84699079E+003   8.21075952E-002  -1.67084454E+002  -1.67002347E+002
       9       1     1.19999997E+001   7.18671902E+003   9.13453253E-002   2.84689254E+003   2.84680119E+003  -6.48760530E-002  -1.67146566E+002  -1.67081690E+002   2.84680469E+003  -6.13762510E-002   2.84686607E+003   8.78455233E-002  -1.67143067E+002  -1.67055221E+002
      10       1     1.19999997E+001   7.18648892E+003   9.55202953E-002   2.84677121E+003   2.84667569E+003  -6.47898629E-002  -1.67203983E+002  -1.67139194E+002   2.84667759E+003  -6.28931098E-002   2.84674048E+003   9.36235421E-002  -1.67202087E+002  -1.67108463E+002
      11       1     1.19999997E+001   7.18625723E+003   9.97241793E-002   2.84664904E+003   2.84654932E+003  -6.47030744E-002  -1.67261797E+002  -1.67197094E+002   2.84654960E+003  -6.44205598E-002   2.84661402E+003   9.94416647E-002  -1.67261515E+002  -1.67162073E+002
      12       1     1.19999997E+001   7.18602395E+003   1.03956970E-001   2.84652604E+003   2.84642208E+003  -6.46156837E-002  -1.67320008E+002  -1.67255392E+002   2.84642074E+003  -6.59585996E-002   2.84648670E+003   1.05299886E-001  -1.67321351E+002  -1.67216051E+002
      13       1     1.19999997E+001   7.18578909E+003   1.08218672E-001   2.84640220E+003   2.84629398E+003  -6.45276874E-002  -1.67378616E+002  -1.67314088E+002   2.84629100E+003  -6.75072313E-002   2.84635851E+003   1.11198216E-001  -1.67381595E+002  -1.67270397E+002
      14       1     1.19999997E+001   7.18555264E+003   1.12509289E-001   2.84627752E+003   2.84616501E+003  -6.44390809E-002  -1.67437620E+002  -1.67373181E+002   2.84616038E+003  -6.90664560E-002   2.84622945E+003   1.17136664E-001  -1.67442247E+002  -1.67325111E+002
      15       1     1.19999997E+001   7.18531459E+003   1.16828830E-001   2.84615200E+003   2.84603517E+003  -6.43498607E-002  -1.67497022E+002  -1.67432672E+002   2.84602888E+003  -7.06362765E-002   2.84609952E+003   1.23115246E-001  -1.67503308E+002  -1.67380193E+002
      16       1     1.19999997E+001   7.18507496E+003   1.21177305E-001   2.84602564E+003   2.84590446E+003  -6.42600228E-002  -1.67556820E+002  -1.67492560E+002   2.84589650E+003  -7.22166941E-002   2.84596872E+003   1.29133976E-001  -1.67564777E+002  -1.67435643E+002
      17       1     1.19999997E+001   7.18483374E+003   1.25554710E-001   2.84589844E+003   2.84577288E+003  -6.41695622E-002  -1.67617016E+002  -1.67552847E+002   2.84576325E+003  -7.38077059E-002   2.84583705E+003   1.35192853E-001  -1.67626655E+002  -1.67491462E+002
      18       1     1.19999997E+001   7.18459093E+003   1.29961007E-001   2.84577040E+003   2.84564044E+003  -6.40784799E-002  -1.67677609E+002  -1.67613531E+002   2.84562911E+003  -7.54093009E-002   2.84570452E+003   1.41291828E-001  -1.67688940E+002  -1.67547648E+002
      19       1     1.19999997E+001   7.18434654E+003   1.34396202E-001   2.84564152E+003   2.84550713E+003  -6.39868058E-002  -1.67738599E+002  -1.67674612E+002   2.84549409E+003  -7.70215053E-002   2.84557112E+003   1.47430901E-001  -1.67751634E+002  -1.67604203E+002
      20       1     1.19999997E+001   7.18410056E+003   1.38860337E-001   2.84551181E+003   2.84537295E+003  -6.38945808E-002  -1.67799985E+002  -1.67736091E+002   2.84535820E+003  -7.86443528E-002   2.84543685E+003   1.53610109E-001  -1.67814735E+002  -1.67661125E+002
      21       1     1.19999997E+001   7.18385299E+003   1.43353444E-001   2.84538126E+003   2.84523790E+003  -6.38018332E-002  -1.67861769E+002  -1.67797967E+002   2.84522143E+003  -8.02778661E-002   2.84530171E+003   1.59829477E-001  -1.67878245E+002  -1.67718415E+002
      22       1     1.19999997E+001   7.18360383E+003   1.47875545E-001   2.84524987E+003   2.84510199E+003  -6.37085836E-002  -1.67923950E+002  -1.67860241E+002   2.84508378E+003  -8.19220632E-002   2.84516570E+003   1.66089024E-001  -1.67942163E+002  -1.67776074E+002
      23       1     1.19999997E+001   7.18335308E+003   1.52426647E-001   2.84511763E+003   2.84496521E+003  -6.36148478E-002  -1.67986528E+002  -1.67922913E+002   2.84494524E+003  -8.35769566E-002   2.84502882E+003   1.72388756E-001  -1.68006490E+002  -1.67834101E+002
      24       1     1.19999997E+001   7.18310074E+003   1.57006771E-001   2.84498456E+003   2.84482756E+003  -6.35206389E-002  -1.68049503E+002  -1.67985982E+002   2.84480583E+003  -8.52425594E-002   2.84489108E+003   1.78728692E-001  -1.68071225E+002  -1.67892496E+002
      25       1     1.19999997E+001   7.18284681E+003   1.61615938E-001   2.84485065E+003   2.84468903E+003  -6.34259657E-002  -1.68112876E+002  -1.68049450E+002   2.84466554E+003  -8.69188859E-002   2.84475246E+003   1.85108858E-001  -1.68136369E+002  -1.67951260E+002
      26       1     1.19999997E+001   7.18259129E+003   1.66254171E-001   2.84471590E+003   2.84454964E+003  -6.33308343E-002  -1.68176647E+002  -1.68113316E+002   2.84452437E+003  -8.86059454E-002   2.84461298E+003   1.91529283E-001  -1.68201922E+002  -1.68010393E+002
      27       1     1.19999997E+001   7.18233418E+003   1.70921490E-001   2.84458031E+003   2.84440938E+003  -6.32352520E-002  -1.68240816E+002  -1.68177581E+002   2.84438232E+003  -9.03037474E-002   2.84447262E+003   1.97989985E-001  -1.68267885E+002  -1.68069895E+002
      28       1     1.19999997E+001   7.18207548E+003   1.75617906E-001   2.84444387E+003   2.84426825E+003  -6.31392240E-002  -1.68305383E+002  -1.68242244E+002   2.84423938E+003  -9.20122956E-002   2.84433139E+003   2.04490978E-001  -1.68334257E+002  -1.68129766E+002
      29       1     1.19999997E+001   7.18181518E+003   1.80343431E-001   2.84430660E+003   2.84412625E+003  -6.30427557E-002  -1.68370349E+002  -1.68307306E+002   2.84409556E+003  -9.37315901E-002   2.84418930E+003   2.11032266E-001  -1.68401038E+002  -1.68190006E+002
      30       1     1.19999997E+001   7.18155330E+003   1.85098075E-001   2.84416848E+003   2.84398338E+003  -6.29458548E-002  -1.68435713E+002  -1.68372767E+002   2.84395087E+003  -9.54616296E-002   2.84404633E+003   2.17613850E-001  -1.68468229E+002  -1.68250615E+002
      31       1     1.19999997E+001   7.18128981E+003   1.89881855E-001   2.84402952E+003   2.84383964E+003  -6.28485293E-002  -1.68501475E+002  -1.68438627E+002   2.84380528E+003  -9.72024135E-002   2.84390249E+003   2.24235739E-001  -1.68535829E+002  -1.68311593E+002
      32       1     1.19999997E+001   7.18102474E+003   1.94694794E-001   2.84388972E+003   2.84369502E+003  -6.27507831E-002  -1.68567636E+002  -1.68504885E+002   2.84365882E+003  -9.89539372E-002   2.84375778E+003   2.30897948E-001  -1.68603839E+002  -1.68372941E+002
      33       1     1.19999997E+001   7.18075807E+003   1.99536919E-001   2.84374908E+003   2.84354954E+003  -6.26526211E-002  -1.68634196E+002  -1.68571543E+002   2.84351148E+003  -1.00716196E-001   2.84361219E+003   2.37600494E-001  -1.68672260E+002  -1.68434659E+002
