   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.79122265E+003   2.79931487E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.79531656E+003   0.00000000E+000   2.80037901E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.81293952E+003   2.82028927E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81669344E+003   0.00000000E+000   2.82127009E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.84530497E+003   2.85271500E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84901797E+003   0.00000000E+000   2.85366432E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.84611356E+003   2.85345326E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84976691E+003   0.00000000E+000   2.85440284E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84690775E+003   2.85417662E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85049947E+003   0.00000000E+000   2.85512506E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84770208E+003   2.85489820E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85122953E+003   0.00000000E+000   2.85584446E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84849278E+003   2.85561437E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85195339E+003   0.00000000E+000   2.85655719E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84926894E+003   2.85631480E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85266090E+003   0.00000000E+000   2.85725351E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.85002690E+003   2.85699654E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85334859E+003   0.00000000E+000   2.85793009E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.85076835E+003   2.85766180E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85401869E+003   0.00000000E+000   2.85858956E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.85150317E+003   2.85831846E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85467964E+003   0.00000000E+000   2.85923887E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.85222121E+003   2.85895805E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85532156E+003   0.00000000E+000   2.85986853E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.85292987E+003   2.85958797E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85595249E+003   0.00000000E+000   2.86048617E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.85363070E+003   2.86020951E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85657448E+003   0.00000000E+000   2.86109412E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.85432497E+003   2.86082440E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85718900E+003   0.00000000E+000   2.86169437E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.85501248E+003   2.86143161E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85779512E+003   0.00000000E+000   2.86228558E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
