    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850147E+003   7.07079157E-021   1.98391463E-020  -1.19999997E+001   2.31420320E-021   2.16840434E-020   0.00000000E+000  -6.98629294E+003  -6.98629213E+003  -1.41660943E+004  -2.04124182E+002  -1.14662739E-002  -5.11592187E-003   4.34222234E-004   1.19996246E+001   0.00000000E+000   7.67586116E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828602E+003  -1.01175563E-021   1.11240386E-020  -1.19999997E+001  -1.40714822E-020   0.00000000E+000   2.60208521E-019  -6.98636331E+003  -6.98636928E+003  -1.41659468E+004  -2.04189309E+002  -1.87970977E-002  -1.24562733E-002   8.74811424E-004   1.19992440E+001   0.00000000E+000   7.72971214E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806739E+003  -4.94949723E-021   1.33677453E-020  -1.19999997E+001  -5.38547570E-021   2.16840434E-020  -4.33680869E-020  -6.98643471E+003  -6.98644757E+003  -1.41657971E+004  -2.04255395E+002  -2.62357808E-002  -1.99040978E-002   1.32188717E-003   1.19988577E+001   0.00000000E+000   7.78356196E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784718E+003  -7.68779593E-021  -8.03143099E-021  -1.19999997E+001  -9.37710554E-021   0.00000000E+000   2.16840434E-020  -6.98650662E+003  -6.98652643E+003  -1.41656463E+004  -2.04321962E+002  -3.37285977E-002  -2.74057346E-002   1.77221146E-003   1.19984687E+001   0.00000000E+000   7.83742841E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762538E+003   7.81222458E-021   3.31938791E-021  -1.19999997E+001   2.00912348E-021  -8.67361738E-020   1.51788304E-019  -6.98657906E+003  -6.98660585E+003  -1.41654945E+004  -2.04389009E+002  -4.12755408E-002  -3.49611605E-002   2.22578432E-003   1.19980769E+001   0.00000000E+000   7.89131116E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740199E+003  -1.19151852E-020  -2.92511873E-020  -1.19999997E+001  -7.07798029E-021  -1.08420217E-019  -6.50521303E-020  -6.98665202E+003  -6.98668585E+003  -1.41653415E+004  -2.04456536E+002  -4.88766397E-002  -4.25703832E-002   2.68260795E-003   1.19976823E+001   0.00000000E+000   7.94521015E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717702E+003  -1.40611398E-020  -6.26445333E-021  -1.19999997E+001   1.02159313E-020   1.30104261E-019   0.00000000E+000  -6.98672549E+003  -6.98676641E+003  -1.41651875E+004  -2.04524544E+002  -5.65319120E-002  -5.02334004E-002   3.14268393E-003   1.19972848E+001   0.00000000E+000   7.99912520E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695046E+003   8.83998615E-021  -3.80743481E-020  -1.19999997E+001   6.10816272E-021   1.73472348E-019  -8.67361738E-020  -6.98679949E+003  -6.98684754E+003  -1.41650323E+004  -2.04593033E+002  -6.42413512E-002  -5.79501860E-002   3.60601214E-003   1.19968846E+001   0.00000000E+000   8.05305596E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672231E+003   4.26618401E-021   1.56163144E-020  -1.19999997E+001  -4.25845246E-021   1.95156391E-019   0.00000000E+000  -6.98687400E+003  -6.98692925E+003  -1.41648761E+004  -2.04662002E+002  -7.20049383E-002  -6.57207047E-002   4.07259185E-003   1.19964815E+001   0.00000000E+000   8.10700207E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649257E+003  -1.42143337E-020  -4.13969077E-020  -1.19999997E+001  -7.20343516E-021  -2.16840434E-020   1.30104261E-019  -6.98694903E+003  -6.98701152E+003  -1.41647188E+004  -2.04731452E+002  -7.98226620E-002  -7.35449289E-002   4.54242259E-003   1.19960757E+001   0.00000000E+000   8.16096319E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18626125E+003   6.63175513E-021  -8.18934656E-021  -1.19999997E+001   1.01689449E-020  -2.16840434E-020   1.30104261E-019  -6.98702459E+003  -6.98709436E+003  -1.41645604E+004  -2.04801383E+002  -8.76945239E-002  -8.14228435E-002   5.01550521E-003   1.19956670E+001   0.00000000E+000   8.21493913E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18602833E+003   8.39846816E-021  -1.01150747E-020  -1.19999997E+001  -7.48622753E-021   1.51788304E-019   0.00000000E+000  -6.98710066E+003  -6.98717777E+003  -1.41644009E+004  -2.04871794E+002  -9.56204920E-002  -8.93544077E-002   5.49183890E-003   1.19952556E+001   0.00000000E+000   8.26892948E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18579384E+003  -7.82598679E-021   1.51920301E-020  -1.19999997E+001  -4.31699951E-021  -2.16840434E-020  -1.95156391E-019  -6.98717725E+003  -6.98726176E+003  -1.41642404E+004  -2.04942686E+002  -1.03600554E-001  -9.73396056E-002   5.97142408E-003   1.19948413E+001   0.00000000E+000   8.32293405E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18555775E+003  -1.23706618E-020  -1.27102608E-020  -1.19999997E+001  -3.12291184E-021  -2.16840434E-020  -8.67361738E-020  -6.98725436E+003  -6.98734631E+003  -1.41640787E+004  -2.05014059E+002  -1.11634710E-001  -1.05378429E-001   6.45426143E-003   1.19944242E+001   0.00000000E+000   8.37695264E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18532007E+003  -4.37231128E-021   1.08205667E-020  -1.19999997E+001   1.04631187E-020  -1.95156391E-019  -8.67361738E-020  -6.98733199E+003  -6.98743143E+003  -1.41639160E+004  -2.05085912E+002  -1.19722966E-001  -1.13470875E-001   6.94035186E-003   1.19940043E+001   0.00000000E+000   8.43098508E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
        16     1.19999997E+001   7.18508081E+003   1.26334675E-020  -6.10661951E-021  -1.19999997E+001  -2.06561733E-021   0.00000000E+000   0.00000000E+000  -6.98741014E+003  -6.98751712E+003  -1.41637521E+004  -2.05158247E+002  -1.27865322E-001  -1.21616931E-001   7.42969612E-003   1.19935817E+001   0.00000000E+000   8.48503117E+014   0.00000000E+000   1.00000000E-014   1.60000000E-013
        17     1.19999997E+001   7.18483996E+003  -8.59668131E-021   1.67993662E-021  -1.19999997E+001   1.26958524E-020  -1.30104261E-019   8.67361738E-020  -6.98748881E+003  -6.98760338E+003  -1.41635872E+004  -2.05231062E+002  -1.36061761E-001  -1.29816576E-001   7.92229394E-003   1.19931562E+001   0.00000000E+000   8.53909066E+014   0.00000000E+000   1.00000000E-014   1.70000000E-013
        18     1.19999997E+001   7.18459752E+003  -1.66996702E-020  -1.05865935E-021  -1.19999997E+001  -9.06643718E-021  -1.73472348E-019   6.50521303E-020  -6.98756799E+003  -6.98769021E+003  -1.41634212E+004  -2.05304358E+002  -1.44312203E-001  -1.38069725E-001   8.41814059E-003   1.19927279E+001   0.00000000E+000   8.59316290E+014   0.00000000E+000   1.00000000E-014   1.80000000E-013
        19     1.19999997E+001   7.18435350E+003   1.52862667E-020  -2.12964266E-020  -1.19999997E+001   3.38181355E-021   8.67361738E-020   2.16840434E-020  -6.98764770E+003  -6.98777761E+003  -1.41632541E+004  -2.05378133E+002  -1.52616589E-001  -1.46376341E-001   8.91723374E-003   1.19922968E+001   0.00000000E+000   8.64724747E+014   0.00000000E+000   1.00000000E-014   1.90000000E-013
        20     1.19999997E+001   7.18410790E+003  -1.01355681E-020   3.03900057E-020  -1.19999997E+001   1.23353128E-020  -2.16840434E-020   1.08420217E-019  -6.98772792E+003  -6.98786557E+003  -1.41630859E+004  -2.05452389E+002  -1.60974908E-001  -1.54736421E-001   9.41957432E-003   1.19918629E+001   0.00000000E+000   8.70134426E+014   0.00000000E+000   1.00000000E-014   2.00000000E-013
