   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850220E+003   5.51924589E-002   2.84782948E+003   2.84777429E+003  -6.56540387E-002  -1.66701073E+002  -1.66635419E+002   2.84779166E+003  -4.82782591E-002   2.84783994E+003   3.78166793E-002  -1.66683697E+002  -1.66645880E+002
       2       1     1.19999997E+001   7.18828742E+003   5.52266781E-002   2.84771295E+003   2.84765772E+003  -6.56837443E-002  -1.66754094E+002  -1.66688410E+002   2.84767508E+003  -4.83216948E-002   2.84772340E+003   3.78646286E-002  -1.66736732E+002  -1.66698867E+002
       3       1     1.19999997E+001   7.18806950E+003   5.52610058E-002   2.84759470E+003   2.84753944E+003  -6.57135504E-002  -1.66807892E+002  -1.66742179E+002   2.84755679E+003  -4.83656556E-002   2.84760516E+003   3.79131109E-002  -1.66790545E+002  -1.66752631E+002
       4       1     1.19999997E+001   7.18785000E+003   5.52953122E-002   2.84747561E+003   2.84742031E+003  -6.57433774E-002  -1.66862080E+002  -1.66796337E+002   2.84743765E+003  -4.84098338E-002   2.84748606E+003   3.79617686E-002  -1.66844747E+002  -1.66806785E+002
       5       1     1.19999997E+001   7.18762892E+003   5.53295891E-002   2.84735566E+003   2.84730033E+003  -6.57732110E-002  -1.66916657E+002  -1.66850884E+002   2.84731764E+003  -4.84542175E-002   2.84736610E+003   3.80105956E-002  -1.66899338E+002  -1.66861327E+002
       6       1     1.19999997E+001   7.18740628E+003   5.53638201E-002   2.84723485E+003   2.84717948E+003  -6.58030312E-002  -1.66971623E+002  -1.66905820E+002   2.84719679E+003  -4.84987889E-002   2.84724529E+003   3.80595778E-002  -1.66954319E+002  -1.66916259E+002
       7       1     1.19999997E+001   7.18718205E+003   5.53979907E-002   2.84711318E+003   2.84705778E+003  -6.58328183E-002  -1.67026979E+002  -1.66961146E+002   2.84707507E+003  -4.85435308E-002   2.84712362E+003   3.81087032E-002  -1.67009689E+002  -1.66971581E+002
       8       1     1.19999997E+001   7.18695625E+003   5.54320859E-002   2.84699066E+003   2.84693523E+003  -6.58625536E-002  -1.67082724E+002  -1.67016862E+002   2.84695250E+003  -4.85884298E-002   2.84700109E+003   3.81579621E-002  -1.67065450E+002  -1.67027292E+002
       9       1     1.19999997E+001   7.18672887E+003   5.54660922E-002   2.84686728E+003   2.84681181E+003  -6.58922211E-002  -1.67138859E+002  -1.67072967E+002   2.84682907E+003  -4.86334743E-002   2.84687771E+003   3.82073454E-002  -1.67121600E+002  -1.67083393E+002
      10       1     1.19999997E+001   7.18649991E+003   5.54999981E-002   2.84674304E+003   2.84668754E+003  -6.59218069E-002  -1.67195384E+002  -1.67129462E+002   2.84670479E+003  -4.86786552E-002   2.84675346E+003   3.82568464E-002  -1.67178141E+002  -1.67139884E+002
      11       1     1.19999997E+001   7.18626938E+003   5.55337856E-002   2.84661795E+003   2.84656242E+003  -6.59512911E-002  -1.67252298E+002  -1.67186347E+002   2.84657964E+003  -4.87239531E-002   2.84662837E+003   3.83064476E-002  -1.67235071E+002  -1.67196764E+002
      12       1     1.19999997E+001   7.18603727E+003   5.55674403E-002   2.84649200E+003   2.84643643E+003  -6.59806611E-002  -1.67309602E+002  -1.67243621E+002   2.84645364E+003  -4.87693632E-002   2.84650241E+003   3.83561425E-002  -1.67292391E+002  -1.67254034E+002
      13       1     1.19999997E+001   7.18580359E+003   5.56009457E-002   2.84636519E+003   2.84630959E+003  -6.60099014E-002  -1.67367296E+002  -1.67301286E+002   2.84632679E+003  -4.88148767E-002   2.84637560E+003   3.84059209E-002  -1.67350101E+002  -1.67311695E+002
      14       1     1.19999997E+001   7.18556832E+003   5.56342849E-002   2.84623753E+003   2.84618189E+003  -6.60389959E-002  -1.67425380E+002  -1.67359341E+002   2.84619907E+003  -4.88604815E-002   2.84624793E+003   3.84557706E-002  -1.67408201E+002  -1.67369745E+002
      15       1     1.19999997E+001   7.18533148E+003   5.56674375E-002   2.84610900E+003   2.84605333E+003  -6.60679216E-002  -1.67483853E+002  -1.67417786E+002   2.84607050E+003  -4.89061566E-002   2.84611940E+003   3.85056726E-002  -1.67466692E+002  -1.67428186E+002
      16       1     1.19999997E+001   7.18509306E+003   5.57003898E-002   2.84597962E+003   2.84592392E+003  -6.60966637E-002  -1.67542718E+002  -1.67476621E+002   2.84594106E+003  -4.89518933E-002   2.84599002E+003   3.85556195E-002  -1.67525573E+002  -1.67487017E+002
      17       1     1.19999997E+001   7.18485306E+003   5.57331164E-002   2.84584938E+003   2.84579364E+003  -6.61251986E-002  -1.67601972E+002  -1.67535847E+002   2.84581077E+003  -4.89976750E-002   2.84585977E+003   3.86055928E-002  -1.67584845E+002  -1.67546239E+002
      18       1     1.19999997E+001   7.18461148E+003   5.57655977E-002   2.84571828E+003   2.84566251E+003  -6.61535064E-002  -1.67661617E+002  -1.67595463E+002   2.84567962E+003  -4.90434878E-002   2.84572867E+003   3.86555791E-002  -1.67644507E+002  -1.67605851E+002
      19       1     1.19999997E+001   7.18436833E+003   5.57978492E-002   2.84558632E+003   2.84553053E+003  -6.61815828E-002  -1.67721651E+002  -1.67655469E+002   2.84554762E+003  -4.90893124E-002   2.84559671E+003   3.87055789E-002  -1.67704558E+002  -1.67665853E+002
      20       1     1.19999997E+001   7.18412359E+003   5.58298769E-002   2.84545351E+003   2.84539768E+003  -6.62094111E-002  -1.67782075E+002  -1.67715865E+002   2.84541475E+003  -4.91351089E-002   2.84546389E+003   3.87555747E-002  -1.67765000E+002  -1.67726245E+002
      21       1     1.19999997E+001   7.18387728E+003   5.58616785E-002   2.84531984E+003   2.84526398E+003  -6.62369691E-002  -1.67842889E+002  -1.67776652E+002   2.84528103E+003  -4.91808406E-002   2.84533021E+003   3.88055500E-002  -1.67825833E+002  -1.67787027E+002
      22       1     1.19999997E+001   7.18362939E+003   5.58932487E-002   2.84518530E+003   2.84512941E+003  -6.62642363E-002  -1.67904094E+002  -1.67837830E+002   2.84514645E+003  -4.92264820E-002   2.84519568E+003   3.88554944E-002  -1.67887056E+002  -1.67848201E+002
      23       1     1.19999997E+001   7.18337992E+003   5.59245735E-002   2.84504991E+003   2.84499399E+003  -6.62911886E-002  -1.67965689E+002  -1.67899398E+002   2.84501101E+003  -4.92720093E-002   2.84506028E+003   3.89053942E-002  -1.67948670E+002  -1.67909765E+002
      24       1     1.19999997E+001   7.18312886E+003   5.59556429E-002   2.84491366E+003   2.84485771E+003  -6.63178029E-002  -1.68027676E+002  -1.67961358E+002   2.84487471E+003  -4.93174028E-002   2.84492403E+003   3.89552427E-002  -1.68010675E+002  -1.67971720E+002
      25       1     1.19999997E+001   7.18287623E+003   5.59864391E-002   2.84477655E+003   2.84472057E+003  -6.63440550E-002  -1.68090053E+002  -1.68023709E+002   2.84473755E+003  -4.93626449E-002   2.84478691E+003   3.90050291E-002  -1.68073072E+002  -1.68034067E+002
      26       1     1.19999997E+001   7.18262201E+003   5.60169444E-002   2.84463858E+003   2.84458256E+003  -6.63699220E-002  -1.68152822E+002  -1.68086452E+002   2.84459953E+003  -4.94077227E-002   2.84464893E+003   3.90547451E-002  -1.68135859E+002  -1.68096805E+002
      27       1     1.19999997E+001   7.18236621E+003   5.60471402E-002   2.84449975E+003   2.84444370E+003  -6.63953822E-002  -1.68215982E+002  -1.68149586E+002   2.84446064E+003  -4.94526228E-002   2.84451009E+003   3.91043808E-002  -1.68199039E+002  -1.68159935E+002
      28       1     1.19999997E+001   7.18210882E+003   5.60770050E-002   2.84436005E+003   2.84430397E+003  -6.64204106E-002  -1.68279534E+002  -1.68213113E+002   2.84432090E+003  -4.94973291E-002   2.84437039E+003   3.91539235E-002  -1.68262610E+002  -1.68223457E+002
      29       1     1.19999997E+001   7.18184985E+003   5.61065180E-002   2.84421949E+003   2.84416339E+003  -6.64449856E-002  -1.68343477E+002  -1.68277032E+002   2.84418029E+003  -4.95418305E-002   2.84422983E+003   3.92033630E-002  -1.68326574E+002  -1.68287371E+002
      30       1     1.19999997E+001   7.18158930E+003   5.61356611E-002   2.84407807E+003   2.84402194E+003  -6.64690822E-002  -1.68407812E+002  -1.68341343E+002   2.84403882E+003  -4.95861103E-002   2.84408841E+003   3.92526891E-002  -1.68390929E+002  -1.68351677E+002
      31       1     1.19999997E+001   7.18132715E+003   5.61644141E-002   2.84393579E+003   2.84387963E+003  -6.64926787E-002  -1.68472540E+002  -1.68406047E+002   2.84389649E+003  -4.96301521E-002   2.84394612E+003   3.93018875E-002  -1.68455677E+002  -1.68416375E+002
      32       1     1.19999997E+001   7.18106343E+003   5.61927570E-002   2.84379265E+003   2.84373646E+003  -6.65157543E-002  -1.68537659E+002  -1.68471143E+002   2.84375330E+003  -4.96739399E-002   2.84380297E+003   3.93509427E-002  -1.68520817E+002  -1.68481466E+002
      33       1     1.19999997E+001   7.18079811E+003   5.62206736E-002   2.84364864E+003   2.84359242E+003  -6.65382866E-002  -1.68603171E+002  -1.68536632E+002   2.84360924E+003  -4.97174540E-002   2.84365896E+003   3.93998410E-002  -1.68586350E+002  -1.68546950E+002
      34       1     1.19999997E+001   7.18053121E+003   5.62481515E-002   2.84350377E+003   2.84344752E+003  -6.65602579E-002  -1.68669075E+002  -1.68602515E+002   2.84346432E+003  -4.97606714E-002   2.84351408E+003   3.94485649E-002  -1.68652275E+002  -1.68612827E+002
      35       1     1.19999997E+001   7.18026272E+003   5.62751765E-002   2.84335803E+003   2.84330175E+003  -6.65816492E-002  -1.68735372E+002  -1.68668791E+002   2.84331853E+003  -4.98035708E-002   2.84336834E+003   3.94970981E-002  -1.68718594E+002  -1.68679097E+002
      36       1     1.19999997E+001   7.17999263E+003   5.63017445E-002   2.84321143E+003   2.84315513E+003  -6.66024504E-002  -1.68802063E+002  -1.68735460E+002   2.84317188E+003  -4.98461385E-002   2.84322173E+003   3.95454326E-002  -1.68785306E+002  -1.68745761E+002
      37       1     1.19999997E+001   7.17972096E+003   5.63278518E-002   2.84306396E+003   2.84300763E+003  -6.66226479E-002  -1.68869147E+002  -1.68802524E+002   2.84302437E+003  -4.98883559E-002   2.84307425E+003   3.95935598E-002  -1.68852412E+002  -1.68812819E+002
      38       1     1.19999997E+001   7.17944769E+003   5.63534957E-002   2.84291562E+003   2.84285927E+003  -6.66422303E-002  -1.68936624E+002  -1.68869982E+002   2.84287598E+003  -4.99302078E-002   2.84292591E+003   3.96414732E-002  -1.68919912E+002  -1.68880271E+002
      39       1     1.19999997E+001   7.17917283E+003   5.63787931E-002   2.84276642E+003   2.84271004E+003  -6.66612688E-002  -1.69004496E+002  -1.68937835E+002   2.84272673E+003  -4.99716922E-002   2.84277670E+003   3.96892165E-002  -1.68987807E+002  -1.68948118E+002
      40       1     1.19999997E+001   7.17889635E+003   5.64040189E-002   2.84261634E+003   2.84255994E+003  -6.66798325E-002  -1.69072767E+002  -1.69006087E+002   2.84257660E+003  -5.00126217E-002   2.84262662E+003   3.97368081E-002  -1.69056100E+002  -1.69016363E+002
