   iLoop  B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1   0.00000000E+000   2.78452463E+003   2.78788149E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.79052301E+003   0.00000000E+000   2.78543194E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       2   0.00000000E+000   2.80673753E+003   2.80977564E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.81216251E+003   0.00000000E+000   2.80757081E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       3   0.00000000E+000   2.83890254E+003   2.84191808E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84434931E+003   0.00000000E+000   2.83974083E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       4   0.00000000E+000   2.83965858E+003   2.84262199E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84505382E+003   0.00000000E+000   2.84047849E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       5   0.00000000E+000   2.84039939E+003   2.84331104E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84574389E+003   0.00000000E+000   2.84120231E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       6   0.00000000E+000   2.84114161E+003   2.84400101E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84643524E+003   0.00000000E+000   2.84192849E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       7   0.00000000E+000   2.84188048E+003   2.84468740E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84712344E+003   0.00000000E+000   2.84265256E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       8   0.00000000E+000   2.84260650E+003   2.84536049E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84779918E+003   0.00000000E+000   2.84336466E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
       9   0.00000000E+000   2.84331555E+003   2.84601629E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84845836E+003   0.00000000E+000   2.84406050E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      10   0.00000000E+000   2.84400924E+003   2.84665660E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84910280E+003   0.00000000E+000   2.84474160E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      11   0.00000000E+000   2.84469883E+003   2.84729224E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.84974257E+003   0.00000000E+000   2.84541919E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      12   0.00000000E+000   2.84537369E+003   2.84791248E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85036821E+003   0.00000000E+000   2.84608196E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      13   0.00000000E+000   2.84604189E+003   2.84852530E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85098741E+003   0.00000000E+000   2.84673807E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      14   0.00000000E+000   2.84670551E+003   2.84913290E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85160198E+003   0.00000000E+000   2.84738977E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      15   0.00000000E+000   2.84736492E+003   2.84973547E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85221171E+003   0.00000000E+000   2.84803781E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      16   0.00000000E+000   2.84801879E+003   2.85033216E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85281645E+003   0.00000000E+000   2.84868073E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      17   0.00000000E+000   2.84866414E+003   2.85091878E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85341213E+003   0.00000000E+000   2.84931499E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
      18   0.00000000E+000   2.84927427E+003   2.85146930E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000   2.85397253E+003   0.00000000E+000   2.84991426E+003   0.00000000E+000   0.00000000E+000   0.00000000E+000
