   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996259E+001   1.00002270E+000   4.31684542E-004   1.19999997E+001   0.00000000E+000   6.55476529E-021  -1.30962543E-020  -1.19999997E+001   3.07182309E-021  -4.58985978E-021  -2.06586704E-020   1.24601597E-004   1.24631568E-004  -2.49233165E-004   1.24616584E-004  -5.00779079E-008   8.73866551E-008
       2       1     1.19992465E+001   1.00002270E+000   8.69814444E-004   1.19999997E+001   0.00000000E+000  -4.03053059E-021  -2.22782073E-020  -1.19999997E+001  -1.00730333E-020   7.76093938E-021  -2.56624513E-020   2.51065048E-004   2.51122516E-004  -5.02187564E-004   2.51093785E-004  -9.61794796E-008   1.67607020E-007
       3       1     1.19988615E+001   1.00002270E+000   1.31437064E-003   1.19999997E+001   0.00000000E+000  -5.34442428E-021  -8.26101142E-021  -1.19999997E+001   8.26232457E-021   8.50209321E-021  -3.29548756E-020   3.79383011E-004   3.79469172E-004  -7.58852184E-004   3.79426096E-004  -1.42393233E-007   2.48768331E-007
       4       1     1.19984737E+001   1.00002270E+000   1.76214301E-003   1.19999997E+001   0.00000000E+000  -6.87186239E-021   1.80335713E-020  -1.19999997E+001  -1.86035401E-020  -2.91167576E-021   3.71635706E-020   5.08629066E-004   5.08744602E-004  -1.01737367E-003   5.08686840E-004  -1.88629177E-007   3.30243144E-007
       5       1     1.19980832E+001   1.00002270E+000   2.21313170E-003   1.19999997E+001   0.00000000E+000  -1.97029717E-020  -1.96432648E-020  -1.19999997E+001  -2.26391062E-021   1.32666535E-020  -5.33180771E-020   6.38803251E-004   6.38948837E-004  -1.27775209E-003   6.38876052E-004  -2.34863108E-007   4.12023743E-007
       6       1     1.19976898E+001   1.00002270E+000   2.66733933E-003   1.19999997E+001   0.00000000E+000   1.23958391E-020  -1.58452237E-020  -1.19999997E+001   2.03236209E-021  -2.11758237E-021   1.38066370E-020   7.69906333E-004   7.70082637E-004  -1.53998897E-003   7.69994494E-004  -2.81062171E-007   4.94088886E-007
       7       1     1.19972937E+001   1.00002270E+000   3.12476783E-003   1.19999997E+001   0.00000000E+000  -9.52515019E-021  -1.45531675E-020  -1.19999997E+001  -1.31373135E-020  -9.41265363E-021   2.19328594E-020   9.01938868E-004   9.02146552E-004  -1.80408542E-003   9.02042720E-004  -3.27193502E-007   5.76421339E-007
       8       1     1.19968948E+001   1.00002270E+000   3.58541754E-003   1.19999997E+001   0.00000000E+000  -5.49861074E-021  -1.52420436E-021  -1.19999997E+001  -4.58292181E-021  -5.82335151E-021   1.75388760E-020   1.03490095E-003   1.03514068E-003  -2.07004163E-003   1.03502083E-003  -3.73226082E-007   6.59007279E-007
       9       1     1.19964931E+001   1.00002270E+000   4.04928806E-003   1.19999997E+001   0.00000000E+000  -4.82028128E-021  -9.12611826E-021  -1.19999997E+001  -1.60470971E-021  -6.21510425E-021  -3.38654360E-020   1.16879247E-003   1.16906491E-003  -2.33785738E-003   1.16892871E-003  -4.19132663E-007   7.41833999E-007
      10       1     1.19960886E+001   1.00002270E+000   4.51637921E-003   1.19999997E+001   0.00000000E+000  -5.03635637E-021  -1.87237295E-020  -1.19999997E+001   6.61650398E-021  -3.13402190E-021  -3.50989278E-021   1.30361337E-003   1.30391921E-003  -2.60753257E-003   1.30376630E-003  -4.64890137E-007   8.24892177E-007
      11       1     1.19956814E+001   1.00002270E+000   4.98669256E-003   1.19999997E+001   0.00000000E+000  -8.27742061E-021  -8.58861630E-022  -1.19999997E+001   4.67166278E-021  -1.27796096E-020  -3.74812079E-021   1.43936409E-003   1.43970400E-003  -2.87906809E-003   1.43953406E-003  -5.10466354E-007   9.08154754E-007
      12       1     1.19952713E+001   1.00002270E+000   5.46022788E-003   1.19999997E+001   0.00000000E+000  -9.81198541E-021  -2.54659959E-021  -1.19999997E+001   2.90034338E-021   7.72917564E-022   3.51518673E-021   1.57604457E-003   1.57641925E-003  -3.15246381E-003   1.57623192E-003  -5.55840049E-007   9.91612621E-007
      13       1     1.19948585E+001   1.00002270E+000   5.93698622E-003   1.19999997E+001   0.00000000E+000   2.41188082E-020   5.55788030E-020  -1.19999997E+001  -2.23293270E-021  -5.83393942E-021   1.08102580E-020   1.71365509E-003   1.71406526E-003  -3.42772036E-003   1.71386020E-003  -6.00986011E-007   1.07525082E-006
      14       1     1.19944429E+001   1.00002270E+000   6.41696897E-003   1.19999997E+001   0.00000000E+000   3.70345821E-021  -2.69562032E-020  -1.19999997E+001   1.32839933E-020  -2.25628401E-020   1.53842359E-020   1.85219605E-003   1.85264245E-003  -3.70483851E-003   1.85241927E-003  -6.45877582E-007   1.15905062E-006
      15       1     1.19940245E+001   1.00002270E+000   6.90017753E-003   1.19999997E+001   0.00000000E+000   6.05493106E-021  -3.10939260E-020  -1.19999997E+001   1.32673799E-020   1.40819227E-020   1.02914503E-020   1.99166786E-003   1.99215122E-003  -3.98381908E-003   1.99190956E-003  -6.90477798E-007   1.24298294E-006
      16       1     1.19936033E+001   1.00002270E+000   7.38661313E-003   1.19999997E+001   0.00000000E+000  -1.46795349E-020   5.13519515E-020  -1.19999997E+001   4.93377046E-021  -1.82641479E-020  -9.94204922E-021   2.13207086E-003   2.13259193E-003  -4.26466279E-003   2.13233142E-003  -7.34761615E-007   1.32703761E-006
      17       1     1.19931793E+001   1.00002270E+000   7.87627631E-003   1.19999997E+001   0.00000000E+000   5.09810023E-021   1.03166380E-020  -1.19999997E+001  -5.27335912E-021  -1.01749833E-020  -3.73753288E-021   2.27340519E-003   2.27396475E-003  -4.54736994E-003   2.27368500E-003  -7.78690677E-007   1.41118643E-006
      18       1     1.19927526E+001   1.00002270E+000   8.36916303E-003   1.19999997E+001   0.00000000E+000  -2.79699750E-021  -4.19675047E-020  -1.19999997E+001   2.29375529E-020   1.83064996E-020   2.43521972E-021   2.41566969E-003   2.41626852E-003  -4.83193821E-003   2.41596913E-003  -8.22232306E-007   1.49540919E-006
      19       1     1.19923230E+001   1.00002270E+000   8.86527175E-003   1.19999997E+001   0.00000000E+000  -1.59650511E-021   4.48858806E-020  -1.19999997E+001   2.98941005E-020  -2.27216588E-020  -2.77403290E-021   2.55886395E-003   2.55950275E-003  -5.11836669E-003   2.55918337E-003  -8.65378416E-007   1.57970799E-006
