    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850220E+003   6.55476529E-021  -1.30962543E-020  -1.19999997E+001   3.07182309E-021  -4.58985978E-021  -2.06586704E-020  -6.98629603E+003  -6.98628855E+003  -1.41660948E+004  -2.04123962E+002  -4.21382759E-003   2.07100113E-003   4.31684542E-004   1.19996259E+001   0.00000000E+000   7.67567918E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828742E+003  -4.03053059E-021  -2.22782073E-020  -1.19999997E+001  -1.00730333E-020   7.76093938E-021  -2.56624513E-020  -6.98636954E+003  -6.98636208E+003  -1.41659477E+004  -2.04188884E+002  -4.18962155E-003   2.02593459E-003   8.69814444E-004   1.19992465E+001   0.00000000E+000   7.72936226E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806950E+003  -5.34442428E-021  -8.26101142E-021  -1.19999997E+001   8.26232457E-021   8.50209321E-021  -3.29548756E-020  -6.98644414E+003  -6.98643670E+003  -1.41657985E+004  -2.04254759E+002  -4.16538034E-003   1.98032486E-003   1.31437064E-003   1.19988615E+001   0.00000000E+000   7.78304285E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18785000E+003  -6.87186239E-021   1.80335713E-020  -1.19999997E+001  -1.86035401E-020  -2.91167576E-021   3.71635706E-020  -6.98651927E+003  -6.98651185E+003  -1.41656483E+004  -2.04321109E+002  -4.14113590E-003   1.93453364E-003   1.76214301E-003   1.19984737E+001   0.00000000E+000   7.83673951E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762892E+003  -1.97029717E-020  -1.96432648E-020  -1.19999997E+001  -2.26391062E-021   1.32666535E-020  -5.33180771E-020  -6.98659494E+003  -6.98658754E+003  -1.41654969E+004  -2.04387937E+002  -4.11690205E-003   1.88856458E-003   2.21313170E-003   1.19980832E+001   0.00000000E+000   7.89045193E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740628E+003   1.23958391E-020  -1.58452237E-020  -1.19999997E+001   2.03236209E-021  -2.11758237E-021   1.38066370E-020  -6.98667116E+003  -6.98666377E+003  -1.41653444E+004  -2.04455241E+002  -4.09269717E-003   1.84242893E-003   2.66733933E-003   1.19976898E+001   0.00000000E+000   7.94418012E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18718205E+003  -9.52515019E-021  -1.45531675E-020  -1.19999997E+001  -1.31373135E-020  -9.41265363E-021   2.19328594E-020  -6.98674791E+003  -6.98674055E+003  -1.41651909E+004  -2.04523023E+002  -4.06853976E-003   1.79613558E-003   3.12476783E-003   1.19972937E+001   0.00000000E+000   7.99792396E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695625E+003  -5.49861074E-021  -1.52420436E-021  -1.19999997E+001  -4.58292181E-021  -5.82335151E-021   1.75388760E-020  -6.98682520E+003  -6.98681786E+003  -1.41650363E+004  -2.04591282E+002  -4.04444740E-003   1.74969151E-003   3.58541754E-003   1.19968948E+001   0.00000000E+000   8.05168318E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672887E+003  -4.82028128E-021  -9.12611826E-021  -1.19999997E+001  -1.60470971E-021  -6.21510425E-021  -3.38654360E-020  -6.98690304E+003  -6.98689572E+003  -1.41648806E+004  -2.04660018E+002  -4.02043548E-003   1.70310318E-003   4.04928806E-003   1.19964931E+001   0.00000000E+000   8.10545746E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649991E+003  -5.03635637E-021  -1.87237295E-020  -1.19999997E+001   6.61650398E-021  -3.13402190E-021  -3.50989278E-021  -6.98698141E+003  -6.98697411E+003  -1.41647238E+004  -2.04729232E+002  -3.99651713E-003   1.65637523E-003   4.51637921E-003   1.19960886E+001   0.00000000E+000   8.15924649E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18626938E+003  -8.27742061E-021  -8.58861630E-022  -1.19999997E+001   4.67166278E-021  -1.27796096E-020  -3.74812079E-021  -6.98706033E+003  -6.98705305E+003  -1.41645660E+004  -2.04798923E+002  -3.97271012E-003   1.60952229E-003   4.98669256E-003   1.19956814E+001   0.00000000E+000   8.21305018E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18603727E+003  -9.81198541E-021  -2.54659959E-021  -1.19999997E+001   2.90034338E-021   7.72917564E-022   3.51518673E-021  -6.98713978E+003  -6.98713253E+003  -1.41644071E+004  -2.04869091E+002  -3.94902650E-003   1.56254894E-003   5.46022788E-003   1.19952713E+001   0.00000000E+000   8.26686821E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18580359E+003   2.41188082E-020   5.55788030E-020  -1.19999997E+001  -2.23293270E-021  -5.83393942E-021   1.08102580E-020  -6.98721978E+003  -6.98721254E+003  -1.41642470E+004  -2.04939737E+002  -3.92548041E-003   1.51546300E-003   5.93698622E-003   1.19948585E+001   0.00000000E+000   8.32070042E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18556832E+003   3.70345821E-021  -2.69562032E-020  -1.19999997E+001   1.32839933E-020  -2.25628401E-020   1.53842359E-020  -6.98730032E+003  -6.98729310E+003  -1.41640859E+004  -2.05010861E+002  -3.90208672E-003   1.46827448E-003   6.41696897E-003   1.19944429E+001   0.00000000E+000   8.37454673E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18533148E+003   6.05493106E-021  -3.10939260E-020  -1.19999997E+001   1.32673799E-020   1.40819227E-020   1.02914503E-020  -6.98738140E+003  -6.98737421E+003  -1.41639238E+004  -2.05082462E+002  -3.87886591E-003   1.42099900E-003   6.90017753E-003   1.19940245E+001   0.00000000E+000   8.42840700E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
        16     1.19999997E+001   7.18509306E+003  -1.46795349E-020   5.13519515E-020  -1.19999997E+001   4.93377046E-021  -1.82641479E-020  -9.94204922E-021  -6.98746302E+003  -6.98745585E+003  -1.41637605E+004  -2.05154542E+002  -3.85583222E-003   1.37364164E-003   7.38661313E-003   1.19936033E+001   0.00000000E+000   8.48228107E+014   0.00000000E+000   1.00000000E-014   1.60000000E-013
