    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850165E+003  -2.64218354E-021   2.48584421E-020  -1.19999997E+001  -2.49580036E-021   0.00000000E+000   8.67361738E-020  -6.98629289E+003  -6.98629206E+003  -1.41660944E+004  -2.04124127E+002  -1.14596247E-002  -5.11812673E-003   4.33855276E-004   1.19996249E+001   0.00000000E+000   7.67581607E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828636E+003  -9.31393479E-021   7.03522281E-022  -1.19999997E+001   5.57950384E-021  -8.67361738E-020   0.00000000E+000  -6.98636320E+003  -6.98636915E+003  -1.41659470E+004  -2.04189204E+002  -1.87847006E-002  -1.24600253E-002   8.74103462E-004   1.19992446E+001   0.00000000E+000   7.72962577E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806791E+003  -9.51333702E-021   1.05885012E-020  -1.19999997E+001  -2.99996178E-021  -4.33680869E-020  -8.67361738E-020  -6.98643455E+003  -6.98644737E+003  -1.41657975E+004  -2.04255238E+002  -2.62178559E-002  -1.99090940E-002   1.32082732E-003   1.19988587E+001   0.00000000E+000   7.78343402E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784787E+003  -9.54082268E-021   2.29301755E-020  -1.19999997E+001   5.00084706E-021   0.00000000E+000   8.67361738E-020  -6.98650642E+003  -6.98652616E+003  -1.41656468E+004  -2.04321752E+002  -3.37053415E-002  -2.74118164E-002   1.77079359E-003   1.19984699E+001   0.00000000E+000   7.83725873E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762625E+003   8.59172857E-021   5.84412926E-021  -1.19999997E+001   1.39595362E-020  -4.33680869E-020   0.00000000E+000  -6.98657880E+003  -6.98660551E+003  -1.41654951E+004  -2.04388745E+002  -4.12471500E-002  -3.49681618E-002   2.22400228E-003   1.19980784E+001   0.00000000E+000   7.89109959E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740305E+003   4.13507588E-022   1.54935065E-020  -1.19999997E+001   2.82892668E-021   4.33680869E-020  -1.30104261E-019  -6.98665170E+003  -6.98668544E+003  -1.41653422E+004  -2.04456217E+002  -4.88433055E-002  -4.25781315E-002   2.68045562E-003   1.19976841E+001   0.00000000E+000   7.94495651E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717826E+003  -3.74681798E-022  -5.99972193E-021  -1.19999997E+001  -3.68209110E-022  -4.33680869E-020  -4.33680869E-020  -6.98672512E+003  -6.98676593E+003  -1.41651883E+004  -2.04524169E+002  -5.64938155E-002  -5.02417235E-002   3.14015525E-003   1.19972870E+001   0.00000000E+000   7.99882936E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695188E+003  -5.34711261E-021   1.49891719E-020  -1.19999997E+001   4.72449377E-021   4.33680869E-020   4.33680869E-020  -6.98679906E+003  -6.98684699E+003  -1.41650333E+004  -2.04592602E+002  -6.41986588E-002  -5.79589118E-002   3.60310105E-003   1.19968871E+001   0.00000000E+000   8.05271778E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672392E+003   7.63658053E-021   2.46463866E-020  -1.19999997E+001  -1.15241769E-022   1.73472348E-019   0.00000000E+000  -6.98687352E+003  -6.98692862E+003  -1.41648772E+004  -2.04661513E+002  -7.19577995E-002  -6.57296637E-002   4.06929230E-003   1.19964844E+001   0.00000000E+000   8.10662141E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18649438E+003  -1.12982325E-020   1.42286439E-020  -1.19999997E+001   1.93942834E-021  -1.73472348E-019  -8.67361738E-020  -6.98694849E+003  -6.98701082E+003  -1.41647201E+004  -2.04730905E+002  -7.97712045E-002  -7.35539530E-002   4.53872852E-003   1.19960789E+001   0.00000000E+000   8.16053992E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18626325E+003  -1.21496883E-020  -2.92712542E-020  -1.19999997E+001   1.15827516E-021  -1.73472348E-019  -4.33680869E-020  -6.98702399E+003  -6.98709359E+003  -1.41645618E+004  -2.04800776E+002  -8.76388552E-002  -8.14317652E-002   5.01141065E-003   1.19956706E+001   0.00000000E+000   8.21447312E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18603054E+003   2.75321897E-022  -2.96554072E-021  -1.19999997E+001  -1.22481719E-020   0.00000000E+000   1.30104261E-019  -6.98710000E+003  -6.98717692E+003  -1.41644024E+004  -2.04871127E+002  -9.55606946E-002  -8.93630613E-002   5.48733794E-003   1.19952595E+001   0.00000000E+000   8.26842065E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18579624E+003  -1.46968669E-020   8.98782917E-021  -1.19999997E+001   8.34793259E-021   8.67361738E-020  -4.33680869E-020  -6.98717653E+003  -6.98726083E+003  -1.41642420E+004  -2.04941958E+002  -1.03536689E-001  -9.73478214E-002   5.96651086E-003   1.19948455E+001   0.00000000E+000   8.32238229E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18556036E+003   8.97073755E-021  -1.75939765E-020  -1.19999997E+001  -8.07855605E-022   8.67361738E-020  -4.33680869E-020  -6.98725358E+003  -6.98734530E+003  -1.41640805E+004  -2.05013269E+002  -1.11566816E-001  -1.05386031E-001   6.44893019E-003   1.19944288E+001   0.00000000E+000   8.37635787E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18532289E+003   9.55880352E-021  -1.70326146E-020  -1.19999997E+001  -5.98039175E-021  -1.73472348E-019  -4.33680869E-020  -6.98733115E+003  -6.98743034E+003  -1.41639179E+004  -2.05085060E+002  -1.19651054E-001  -1.13477676E-001   6.93459690E-003   1.19940093E+001   0.00000000E+000   8.43034723E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
        16     1.19999997E+001   7.18508384E+003  -4.37270419E-021  -1.75104830E-020  -1.19999997E+001   1.02088563E-020  -4.33680869E-020  -2.60208521E-019  -6.98740923E+003  -6.98751595E+003  -1.41637542E+004  -2.05157331E+002  -1.27789373E-001  -1.21622740E-001   7.42351182E-003   1.19935870E+001   0.00000000E+000   8.48435018E+014   0.00000000E+000   1.00000000E-014   1.60000000E-013
