   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996249E+001   1.00002270E+000   4.33855276E-004   1.19999997E+001   0.00000000E+000  -2.64218354E-021   2.48584421E-020  -1.19999997E+001  -2.49580036E-021   0.00000000E+000   8.67361738E-020   1.19524646E-004   1.30351623E-004  -2.49876269E-004   1.24938075E-004   1.17309077E-005   1.17648554E-005
       2       1     1.19992446E+001   1.00002270E+000   8.74103462E-004   1.19999997E+001   0.00000000E+000  -9.31393479E-021   7.03522281E-022  -1.19999997E+001   5.57950384E-021  -8.67361738E-020   0.00000000E+000   2.40799438E-004   2.62635108E-004  -5.03434546E-004   2.51717154E-004   2.36335403E-005   2.36980027E-005
       3       1     1.19988587E+001   1.00002270E+000   1.32082732E-003   1.19999997E+001   0.00000000E+000  -9.51333702E-021   1.05885012E-020  -1.19999997E+001  -2.99996178E-021  -4.33680869E-020  -8.67361738E-020   3.63858304E-004   3.96864186E-004  -7.60722490E-004   3.80361064E-004   3.57119099E-005   3.58052221E-005
       4       1     1.19984699E+001   1.00002270E+000   1.77079359E-003   1.19999997E+001   0.00000000E+000  -9.54082268E-021   2.29301755E-020  -1.19999997E+001   5.00084706E-021   0.00000000E+000   8.67361738E-020   4.87810425E-004   5.32067458E-004  -1.01987788E-003   5.09938699E-004   4.78786426E-005   4.79995669E-005
       5       1     1.19980784E+001   1.00002270E+000   2.22400228E-003   1.19999997E+001   0.00000000E+000   8.59172857E-021   5.84412926E-021  -1.19999997E+001   1.39595362E-020  -4.33680869E-020   0.00000000E+000   6.12655808E-004   6.68244930E-004  -1.28090074E-003   6.40450064E-004   6.01337286E-005   6.02809847E-005
       6       1     1.19976841E+001   1.00002270E+000   2.68045562E-003   1.19999997E+001   0.00000000E+000   4.13507588E-022   1.54935065E-020  -1.19999997E+001   2.82892668E-021   4.33680869E-020  -1.30104261E-019   7.38395056E-004   8.05397288E-004  -1.54379234E-003   7.71895805E-004   7.24772095E-005   7.26494753E-005
       7       1     1.19972870E+001   1.00002270E+000   3.14015525E-003   1.19999997E+001   0.00000000E+000  -3.74681798E-022  -5.99972193E-021  -1.19999997E+001  -3.68209110E-022  -4.33680869E-020  -4.33680869E-020   8.65028604E-004   9.43525034E-004  -1.80855364E-003   9.04276389E-004   8.49090986E-005   8.51050345E-005
       8       1     1.19968871E+001   1.00002270E+000   3.60310105E-003   1.19999997E+001   0.00000000E+000  -5.34711261E-021   1.49891719E-020  -1.19999997E+001   4.72449377E-021   4.33680869E-020   4.33680869E-020   9.92556419E-004   1.08262815E-003  -2.07518456E-003   1.03759179E-003   9.74293616E-005   9.76476196E-005
       9       1     1.19964844E+001   1.00002270E+000   4.06929230E-003   1.19999997E+001   0.00000000E+000   7.63658053E-021   2.46463866E-020  -1.19999997E+001  -1.15241769E-022   1.73472348E-019   0.00000000E+000   1.12097830E-003   1.22270641E-003  -2.34368471E-003   1.17184180E-003   1.10037940E-004   1.10277178E-004
      10       1     1.19960789E+001   1.00002270E+000   4.53872852E-003   1.19999997E+001   0.00000000E+000  -1.12982325E-020   1.42286439E-020  -1.19999997E+001   1.93942834E-021  -1.73472348E-019  -8.67361738E-020   1.25029410E-003   1.36375970E-003  -2.61405380E-003   1.30702628E-003   1.22734779E-004   1.22993667E-004
      11       1     1.19956706E+001   1.00002270E+000   5.01141065E-003   1.19999997E+001   0.00000000E+000  -1.21496883E-020  -2.92712542E-020  -1.19999997E+001   1.15827516E-021  -1.73472348E-019  -4.33680869E-020   1.38050406E-003   1.50578832E-003  -2.88629238E-003   1.44314550E-003   1.35519849E-004   1.35797064E-004
      12       1     1.19952595E+001   1.00002270E+000   5.48733794E-003   1.19999997E+001   0.00000000E+000   2.75321897E-022  -2.96554072E-021  -1.19999997E+001  -1.22481719E-020   0.00000000E+000   1.30104261E-019   1.51160796E-003   1.64879206E-003  -3.16040002E-003   1.58019926E-003   1.48393054E-004   1.48687308E-004
      13       1     1.19948455E+001   1.00002270E+000   5.96651086E-003   1.19999997E+001   0.00000000E+000  -1.46968669E-020   8.98782917E-021  -1.19999997E+001   8.34793259E-021   8.67361738E-020  -4.33680869E-020   1.64360592E-003   1.79277109E-003  -3.43637701E-003   1.71818769E-003   1.61354340E-004   1.61664367E-004
      14       1     1.19944288E+001   1.00002270E+000   6.44893019E-003   1.19999997E+001   0.00000000E+000   8.97073755E-021  -1.75939765E-020  -1.19999997E+001  -8.07855605E-022   8.67361738E-020  -4.33680869E-020   1.77649813E-003   1.93772565E-003  -3.71422378E-003   1.85711101E-003   1.74403667E-004   1.74728219E-004
      15       1     1.19940093E+001   1.00002270E+000   6.93459690E-003   1.19999997E+001   0.00000000E+000   9.55880352E-021  -1.70326146E-020  -1.19999997E+001  -5.98039175E-021  -1.73472348E-019  -4.33680869E-020   1.91028483E-003   2.08365609E-003  -3.99394092E-003   1.99696951E-003   1.87541001E-004   1.87878842E-004
      16       1     1.19935870E+001   1.00002270E+000   7.42351182E-003   1.19999997E+001   0.00000000E+000  -4.37270419E-021  -1.75104830E-020  -1.19999997E+001   1.02088563E-020  -4.33680869E-020  -2.60208521E-019   2.04496622E-003   2.23056266E-003  -4.27552889E-003   2.13776342E-003   2.00766292E-004   2.01116209E-004
      17       1     1.19931619E+001   1.00002270E+000   7.91567473E-003   1.19999997E+001   0.00000000E+000   1.14673548E-020   2.96466184E-021  -1.19999997E+001   6.48762924E-022   8.67361738E-020   1.30104261E-019   2.18054222E-003   2.37844535E-003  -4.55898757E-003   2.27949270E-003   2.14079469E-004   2.14440261E-004
      18       1     1.19927340E+001   1.00002270E+000   8.41108095E-003   1.19999997E+001   0.00000000E+000   5.75951062E-021   1.64603927E-020  -1.19999997E+001   3.08892376E-021  -8.67361738E-020  -4.33680869E-020   2.31701152E-003   2.52730276E-003  -4.84431429E-003   2.42215599E-003   2.27480348E-004   2.27850833E-004
      19       1     1.19923033E+001   1.00002270E+000   8.90972788E-003   1.19999997E+001   0.00000000E+000   8.79955382E-021   6.50604435E-021  -1.19999997E+001   6.20942772E-021   0.00000000E+000  -8.67361738E-020   2.45437337E-003   2.67713417E-003  -5.13150753E-003   2.56575254E-003   2.40968819E-004   2.41347842E-004
      20       1     1.19918698E+001   1.00002270E+000   9.41161635E-003   1.19999997E+001   0.00000000E+000   2.56019379E-021   6.35905436E-021  -1.19999997E+001   4.41178848E-021  -4.33680869E-020   0.00000000E+000   2.59262785E-003   2.82793994E-003  -5.42056779E-003   2.71028260E-003   2.54544878E-004   2.54931223E-004
      21       1     1.19914335E+001   1.00002270E+000   9.91674701E-003   1.19999997E+001   0.00000000E+000   1.18041000E-020   8.16413306E-021  -1.19999997E+001   5.78968526E-021   0.00000000E+000  -1.30104261E-019   2.73177507E-003   2.97972036E-003  -5.71149543E-003   2.85574635E-003   2.68208541E-004   2.68600890E-004
      22       1     1.19909944E+001   1.00002270E+000   1.04251201E-002   1.19999997E+001   0.00000000E+000   3.71235040E-021   4.30689651E-020  -1.19999997E+001   2.56529904E-021   4.33680869E-020   8.67361738E-020   2.87181498E-003   3.13247559E-003  -6.00429058E-003   3.00214386E-003   2.81959833E-004   2.82356736E-004
      23       1     1.19905526E+001   1.00002270E+000   1.09367349E-002   1.19999997E+001   0.00000000E+000  -5.06136198E-021  -1.20812882E-020  -1.19999997E+001  -5.43473172E-021   0.00000000E+000   0.00000000E+000   3.01274738E-003   3.28620551E-003  -6.29895289E-003   3.14947494E-003   2.95798754E-004   2.96198633E-004
      24       1     1.19901079E+001   1.00002270E+000   1.14515923E-002   1.19999997E+001   0.00000000E+000  -2.00124058E-020  -1.57350510E-020  -1.19999997E+001   6.28391017E-022   0.00000000E+000  -4.33680869E-020   3.15457242E-003   3.44091041E-003  -6.59548283E-003   3.29773984E-003   3.09725326E-004   3.10126508E-004
      25       1     1.19896604E+001   1.00002270E+000   1.19696935E-002   1.19999997E+001   0.00000000E+000   1.60988734E-021  -5.24928817E-022  -1.19999997E+001   8.10926514E-021   0.00000000E+000  -8.67361738E-020   3.29729038E-003   3.59659066E-003  -6.89388104E-003   3.44693887E-003   3.23739564E-004   3.24140331E-004
