   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850051E+003   4.88688680E-002   2.84782364E+003   2.84777477E+003  -6.29013218E-002  -1.66700093E+002  -1.66637192E+002   2.84779564E+003  -4.20318958E-002   2.84783767E+003   2.79994420E-002  -1.66679223E+002  -1.66651224E+002
       2       1     1.19999997E+001   7.18828417E+003   4.24978095E-002   2.84770126E+003   2.84765877E+003  -6.01411359E-002  -1.66752087E+002  -1.66691946E+002   2.84768317E+003  -3.57412476E-002   2.84771891E+003   1.80979211E-002  -1.66727687E+002  -1.66709589E+002
       3       1     1.19999997E+001   7.18806468E+003   3.60338343E-002   2.84757711E+003   2.84754107E+003  -5.73410770E-002  -1.66804839E+002  -1.66747498E+002   2.84756905E+003  -2.93596970E-002   2.84759841E+003   8.05245426E-003  -1.66776858E+002  -1.66768805E+002
       4       1     1.19999997E+001   7.18784358E+003   2.95225461E-002   2.84745204E+003   2.84742252E+003  -5.45205224E-002  -1.66857978E+002  -1.66803458E+002   2.84745411E+003  -2.29315052E-002   2.84747704E+003  -2.06647106E-003  -1.66826389E+002  -1.66828456E+002
       5       1     1.19999997E+001   7.18762088E+003   2.29639455E-002   2.84732606E+003   2.84730310E+003  -5.16794736E-002  -1.66911505E+002  -1.66859825E+002   2.84733832E+003  -1.64566941E-002   2.84735478E+003  -1.22588340E-002  -1.66876282E+002  -1.66888541E+002
       6       1     1.19999997E+001   7.18739656E+003   1.63580886E-002   2.84719917E+003   2.84718282E+003  -4.88179619E-002  -1.66965417E+002  -1.66916599E+002   2.84722170E+003  -9.93532885E-003   2.84723163E+003  -2.25245445E-002  -1.66926534E+002  -1.66949059E+002
       7       1     1.19999997E+001   7.18717065E+003   9.70501916E-003   2.84707138E+003   2.84706167E+003  -4.59360042E-002  -1.67019715E+002  -1.66973779E+002   2.84710424E+003  -3.36748532E-003   2.84710761E+003  -3.28634997E-002  -1.66977147E+002  -1.67010010E+002
       8       1     1.19999997E+001   7.18694313E+003   3.00471311E-003   2.84694268E+003   2.84693967E+003  -4.30335831E-002  -1.67074399E+002  -1.67031365E+002   2.84698595E+003   3.24685595E-003   2.84698270E+003  -4.32757259E-002  -1.67028119E+002  -1.67071394E+002
       9       1     1.19999997E+001   7.18671401E+003  -3.74282526E-003   2.84681307E+003   2.84681681E+003  -4.01106719E-002  -1.67129468E+002  -1.67089358E+002   2.84686683E+003   9.90778245E-003   2.84685692E+003  -5.37612796E-002  -1.67079450E+002  -1.67133211E+002
      10       1     1.19999997E+001   7.18648329E+003  -1.05376669E-002   2.84668255E+003   2.84669308E+003  -3.71672271E-002  -1.67184923E+002  -1.67147756E+002   2.84674687E+003   1.66153674E-002   2.84673025E+003  -6.43202614E-002  -1.67131141E+002  -1.67195461E+002
      11       1     1.19999997E+001   7.18625097E+003  -1.73798033E-002   2.84655112E+003   2.84656850E+003  -3.42032429E-002  -1.67240765E+002  -1.67206562E+002   2.84662607E+003   2.33696711E-002   2.84660270E+003  -7.49527173E-002  -1.67183192E+002  -1.67258145E+002
      12       1     1.19999997E+001   7.18601703E+003  -2.42693323E-002   2.84641878E+003   2.84644305E+003  -3.12186273E-002  -1.67296993E+002  -1.67265774E+002   2.84650444E+003   3.01707754E-002   2.84647427E+003  -8.56587350E-002  -1.67235603E+002  -1.67321262E+002
      13       1     1.19999997E+001   7.18578150E+003  -3.12062127E-002   2.84628553E+003   2.84631674E+003  -2.82133618E-002  -1.67353608E+002  -1.67325394E+002   2.84638197E+003   3.70188017E-002   2.84634495E+003  -9.64383762E-002  -1.67288375E+002  -1.67384814E+002
      14       1     1.19999997E+001   7.18554435E+003  -3.81904286E-002   2.84615138E+003   2.84618957E+003  -2.51874651E-002  -1.67410609E+002  -1.67385421E+002   2.84625867E+003   4.39137593E-002   2.84621476E+003  -1.07291653E-001  -1.67341508E+002  -1.67448799E+002
      15       1     1.19999997E+001   7.18530560E+003  -4.52219929E-002   2.84601631E+003   2.84606153E+003  -2.21408818E-002  -1.67467997E+002  -1.67445856E+002   2.84613453E+003   5.08557267E-002   2.84608367E+003  -1.18218601E-001  -1.67395000E+002  -1.67513219E+002
      16       1     1.19999997E+001   7.18506525E+003  -5.23009038E-002   2.84588033E+003   2.84593263E+003  -1.90736262E-002  -1.67525771E+002  -1.67506697E+002   2.84600955E+003   5.78447164E-002   2.84595171E+003  -1.29219246E-001  -1.67448853E+002  -1.67578072E+002
      17       1     1.19999997E+001   7.18482329E+003  -5.94271267E-002   2.84574345E+003   2.84580287E+003  -1.59856982E-002  -1.67583932E+002  -1.67567946E+002   2.84588374E+003   6.48807883E-002   2.84581886E+003  -1.40293613E-001  -1.67503065E+002  -1.67643359E+002
      18       1     1.19999997E+001   7.18457972E+003  -6.66006724E-002   2.84560565E+003   2.84567225E+003  -1.28770746E-002  -1.67642479E+002  -1.67629602E+002   2.84575709E+003   7.19639841E-002   2.84568513E+003  -1.51441731E-001  -1.67557638E+002  -1.67709080E+002
      19       1     1.19999997E+001   7.18433455E+003  -7.38215517E-002   2.84546695E+003   2.84554077E+003  -9.74773921E-003  -1.67701413E+002  -1.67691666E+002   2.84562961E+003   7.90943629E-002   2.84555051E+003  -1.62663654E-001  -1.67612571E+002  -1.67775235E+002
      20       1     1.19999997E+001   7.18408778E+003  -8.10897618E-002   2.84532733E+003   2.84540842E+003  -6.59768772E-003  -1.67760734E+002  -1.67754136E+002   2.84550129E+003   8.62719523E-002   2.84541502E+003  -1.73959402E-001  -1.67667864E+002  -1.67841824E+002
      21       1     1.19999997E+001   7.18383940E+003  -8.84052208E-002   2.84518681E+003   2.84527521E+003  -3.42694888E-003  -1.67820440E+002  -1.67817013E+002   2.84537213E+003   9.34967026E-002   2.84527864E+003  -1.85328872E-001  -1.67723517E+002  -1.67908845E+002
      22       1     1.19999997E+001   7.18358942E+003  -9.57678916E-002   2.84504537E+003   2.84514114E+003  -2.35544423E-004  -1.67880532E+002  -1.67880297E+002   2.84524215E+003   1.00768573E-001   2.84514138E+003  -1.96772009E-001  -1.67779528E+002  -1.67976300E+002
      23       1     1.19999997E+001   7.18333784E+003  -1.03177778E-001   2.84490304E+003   2.84500621E+003   2.97652068E-003  -1.67941009E+002  -1.67943986E+002   2.84511133E+003   1.08087559E-001   2.84500324E+003  -2.08288817E-001  -1.67835898E+002  -1.68044187E+002
      24       1     1.19999997E+001   7.18308466E+003  -1.10634897E-001   2.84475979E+003   2.84487043E+003   6.20926305E-003  -1.68001872E+002  -1.68008081E+002   2.84497967E+003   1.15453681E-001   2.84486422E+003  -2.19879315E-001  -1.67892628E+002  -1.68112507E+002
      25       1     1.19999997E+001   7.18282988E+003  -1.18139288E-001   2.84461564E+003   2.84473378E+003   9.46267512E-003  -1.68063120E+002  -1.68072583E+002   2.84484718E+003   1.22866928E-001   2.84472432E+003  -2.31543540E-001  -1.67949716E+002  -1.68181259E+002
      26       1     1.19999997E+001   7.18257350E+003  -1.25690964E-001   2.84447058E+003   2.84459627E+003   1.27367911E-002  -1.68124754E+002  -1.68137491E+002   2.84471386E+003   1.30327367E-001   2.84458353E+003  -2.43281540E-001  -1.68007163E+002  -1.68250445E+002
      27       1     1.19999997E+001   7.18231552E+003  -1.33289994E-001   2.84432461E+003   2.84445790E+003   1.60316536E-002  -1.68186773E+002  -1.68202805E+002   2.84457971E+003   1.37835029E-001   2.84444187E+003  -2.55093370E-001  -1.68064970E+002  -1.68320063E+002
      28       1     1.19999997E+001   7.18205593E+003  -1.40936320E-001   2.84417773E+003   2.84431867E+003   1.93472681E-002  -1.68249179E+002  -1.68268527E+002   2.84444471E+003   1.45389954E-001   2.84429932E+003  -2.66979006E-001  -1.68123137E+002  -1.68390116E+002
      29       1     1.19999997E+001   7.18179474E+003  -1.48630001E-001   2.84402995E+003   2.84417858E+003   2.26836959E-002  -1.68311972E+002  -1.68334655E+002   2.84430889E+003   1.52992191E-001   2.84415589E+003  -2.78938496E-001  -1.68181663E+002  -1.68460602E+002
      30       1     1.19999997E+001   7.18153195E+003  -1.56370984E-001   2.84388125E+003   2.84403762E+003   2.60409508E-002  -1.68375151E+002  -1.68401191E+002   2.84417222E+003   1.60641788E-001   2.84401158E+003  -2.90971821E-001  -1.68240550E+002  -1.68531522E+002
      31       1     1.19999997E+001   7.18126755E+003  -1.64159283E-001   2.84373165E+003   2.84389581E+003   2.94190726E-002  -1.68438716E+002  -1.68468135E+002   2.84403473E+003   1.68338819E-001   2.84386639E+003  -3.03079030E-001  -1.68299796E+002  -1.68602875E+002
      32       1     1.19999997E+001   7.18100155E+003  -1.71994918E-001   2.84358113E+003   2.84375313E+003   3.28181002E-002  -1.68502667E+002  -1.68535486E+002   2.84389639E+003   1.76083365E-001   2.84372031E+003  -3.15260183E-001  -1.68359402E+002  -1.68674662E+002
      33       1     1.19999997E+001   7.18073394E+003  -1.79877899E-001   2.84342971E+003   2.84360958E+003   3.62380689E-002  -1.68567006E+002  -1.68603244E+002   2.84375722E+003   1.83875497E-001   2.84357334E+003  -3.27515327E-001  -1.68419369E+002  -1.68746884E+002
