    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850065E+003  -1.57436722E-020  -5.66814385E-021  -1.19999997E+001  -2.25881969E-021   7.52918175E-020   3.76459088E-020  -6.98629047E+003  -6.98629517E+003  -1.41660937E+004  -2.04124430E+002  -8.51730975E-003  -2.21883850E-003   4.35520629E-004   1.19996231E+001   0.00000000E+000   7.67606761E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828443E+003  -8.70890996E-021   9.66165983E-021  -1.19999997E+001   5.76472904E-021  -1.88229544E-020  -9.41147719E-020  -6.98635830E+003  -6.98637537E+003  -1.41659457E+004  -2.04189787E+002  -1.28569611E-002  -6.61501904E-003   8.77269646E-004   1.19992412E+001   0.00000000E+000   7.73010603E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806506E+003   1.07809925E-020   4.89314670E-021  -1.19999997E+001  -5.30162098E-021  -1.88229544E-020  -3.76459088E-020  -6.98642713E+003  -6.98645674E+003  -1.41657955E+004  -2.04256100E+002  -1.72597478E-002  -1.10766691E-002   1.32547936E-003   1.19988536E+001   0.00000000E+000   7.78417734E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18784408E+003  -1.10465411E-020   1.37061027E-021  -1.19999997E+001  -7.34580543E-022  -9.41147719E-020  -1.88229544E-020  -6.98649646E+003  -6.98653871E+003  -1.41656442E+004  -2.04322899E+002  -2.16951583E-002  -1.55711383E-002   1.77697666E-003   1.19984632E+001   0.00000000E+000   7.83826653E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762149E+003   1.46733009E-021   2.15971688E-021  -1.19999997E+001  -6.37706349E-021  -3.76459088E-020   3.76459088E-020  -6.98656629E+003  -6.98662128E+003  -1.41654918E+004  -2.04390184E+002  -2.61631819E-002  -2.00983880E-002   2.23176072E-003   1.19980700E+001   0.00000000E+000   7.89237297E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18739730E+003  -1.02605939E-020   1.13943770E-020  -1.19999997E+001   2.11036294E-021  -7.52918175E-020  -1.88229544E-020  -6.98663663E+003  -6.98670444E+003  -1.41653383E+004  -2.04457954E+002  -3.06637570E-002  -2.46583931E-002   2.68982565E-003   1.19976740E+001   0.00000000E+000   7.94649581E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18717151E+003  -4.89366728E-021  -5.03820848E-022  -1.19999997E+001   4.31171933E-021   3.76459088E-020   1.88229544E-020  -6.98670748E+003  -6.98678820E+003  -1.41651837E+004  -2.04526210E+002  -3.51968443E-002  -2.92510978E-002   3.15116603E-003   1.19972751E+001   0.00000000E+000   8.00063406E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18694412E+003   3.25932139E-021   3.77499885E-021  -1.19999997E+001   9.37383850E-021   3.76459088E-020   0.00000000E+000  -6.98677882E+003  -6.98687255E+003  -1.41650280E+004  -2.04594949E+002  -3.97624193E-002  -3.38765316E-002   3.61578000E-003   1.19968734E+001   0.00000000E+000   8.05478714E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18671512E+003  -1.86171286E-021  -1.01710186E-021  -1.19999997E+001  -7.00065936E-021  -3.76459088E-020   0.00000000E+000  -6.98685067E+003  -6.98695749E+003  -1.41648712E+004  -2.04664173E+002  -4.43604887E-002  -3.85346926E-002   4.08366884E-003   1.19964688E+001   0.00000000E+000   8.10895494E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18648453E+003   1.41302302E-020  -9.48211650E-021  -1.19999997E+001   9.27291367E-021  -7.52918175E-020  -1.88229544E-020  -6.98692302E+003  -6.98704303E+003  -1.41647133E+004  -2.04733882E+002  -4.89910493E-002  -4.32256288E-002   4.55483588E-003   1.19960615E+001   0.00000000E+000   8.16313759E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18625233E+003   1.29857304E-021  -1.37859396E-020  -1.19999997E+001  -7.21923316E-021  -7.52918175E-020  -3.76459088E-020  -6.98699588E+003  -6.98712917E+003  -1.41645543E+004  -2.04804076E+002  -5.36541139E-002  -4.79493526E-002   5.02928296E-003   1.19956513E+001   0.00000000E+000   8.21733502E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18601853E+003   6.57285470E-021  -1.64312392E-020  -1.19999997E+001  -5.71083125E-021   7.52918175E-020   5.64688632E-020  -6.98706924E+003  -6.98721590E+003  -1.41643942E+004  -2.04874757E+002  -5.83497520E-002  -5.27058030E-002   5.50701755E-003   1.19952382E+001   0.00000000E+000   8.27154782E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18578312E+003  -8.74894286E-021  -1.42397401E-020  -1.19999997E+001  -1.25363615E-021  -3.76459088E-020   0.00000000E+000  -6.98714311E+003  -6.98730323E+003  -1.41642330E+004  -2.04945924E+002  -6.30779373E-002  -5.74950427E-002   5.98803623E-003   1.19948224E+001   0.00000000E+000   8.32577534E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18554611E+003   1.19890208E-020  -1.83904617E-020  -1.19999997E+001   1.22110788E-021  -7.52918175E-020   1.88229544E-020  -6.98721748E+003  -6.98739115E+003  -1.41640707E+004  -2.05017576E+002  -6.78387145E-002  -6.23170459E-002   6.47233959E-003   1.19944037E+001   0.00000000E+000   8.38001733E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18530749E+003   1.38235424E-020  -2.07457005E-020  -1.19999997E+001   2.81641715E-021   0.00000000E+000  -7.52918175E-020  -6.98729236E+003  -6.98747967E+003  -1.41639073E+004  -2.05089715E+002  -7.26321073E-002  -6.71718520E-002   6.95992875E-003   1.19939821E+001   0.00000000E+000   8.43427371E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
        16     1.19999997E+001   7.18506727E+003   2.03311173E-020   7.89040191E-021  -1.19999997E+001   1.03240730E-020   0.00000000E+000   1.88229544E-020  -6.98736774E+003  -6.98756879E+003  -1.41637428E+004  -2.05162340E+002  -7.74581156E-002  -7.20594332E-002   7.45080433E-003   1.19935577E+001   0.00000000E+000   8.48854419E+014   0.00000000E+000   1.00000000E-014   1.60000000E-013
        17     1.19999997E+001   7.18482544E+003   6.90444947E-021  -5.24986161E-021  -1.19999997E+001  -8.43870525E-021  -1.88229544E-020   3.76459088E-020  -6.98744362E+003  -6.98765850E+003  -1.41635772E+004  -2.05235451E+002  -8.23167629E-002  -7.69798287E-002   7.94496424E-003   1.19931305E+001   0.00000000E+000   8.54282832E+014   0.00000000E+000   1.00000000E-014   1.70000000E-013
        18     1.19999997E+001   7.18458201E+003   2.39256607E-020  -7.23667252E-021  -1.19999997E+001  -5.84825938E-021  -5.64688632E-020   3.76459088E-020  -6.98752001E+003  -6.98774881E+003  -1.41634105E+004  -2.05309047E+002  -8.72080676E-002  -8.19330296E-002   8.44240869E-003   1.19927005E+001   0.00000000E+000   8.59712593E+014   0.00000000E+000   1.00000000E-014   1.80000000E-013
