    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850238E+003  -1.05109220E-020   3.05647372E-021  -1.19999997E+001  -1.31481392E-021  -4.33680869E-020   1.30104261E-019  -6.98629262E+003  -6.98629183E+003  -1.41660949E+004  -2.04123909E+002   6.56979616E-003   8.88267968E-004   4.32684825E-004   1.19996262E+001   0.00000000E+000   7.67563451E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828776E+003  -1.33567955E-020  -9.20027500E-021  -1.19999997E+001  -6.82300445E-021   0.00000000E+000   0.00000000E+000  -6.98636269E+003  -6.98636871E+003  -1.41659480E+004  -2.04188782E+002   1.75434031E-002  -3.61978983E-004   8.71873535E-004   1.19992471E+001   0.00000000E+000   7.72927811E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806999E+003  -1.99582138E-021  -4.87027401E-021  -1.19999997E+001  -4.84534485E-021   0.00000000E+000   4.33680869E-020  -6.98643378E+003  -6.98644671E+003  -1.41657989E+004  -2.04254609E+002   2.86794680E-002  -1.62996739E-003   1.31751259E-003   1.19988623E+001   0.00000000E+000   7.78292073E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18785065E+003   1.88628613E-020  -1.87993751E-020  -1.19999997E+001  -6.40904191E-021  -8.67361738E-020   0.00000000E+000  -6.98650539E+003  -6.98652528E+003  -1.41656487E+004  -2.04320912E+002   3.98965177E-002  -2.90695344E-003   1.76637744E-003   1.19984749E+001   0.00000000E+000   7.83657983E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762974E+003  -8.20174393E-021   1.75875969E-020  -1.19999997E+001   1.08146576E-020   8.67361738E-020   8.67361738E-020  -6.98657751E+003  -6.98660442E+003  -1.41654974E+004  -2.04387691E+002   5.11945698E-002  -4.19293921E-003   2.21846820E-003   1.19980846E+001   0.00000000E+000   7.89025511E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740725E+003   4.16071848E-023   7.18158208E-021  -1.19999997E+001  -8.20713611E-021  -4.33680869E-020  -1.30104261E-019  -6.98665015E+003  -6.98668412E+003  -1.41653451E+004  -2.04454948E+002   6.25737059E-002  -5.48793546E-003   2.67378758E-003   1.19976915E+001   0.00000000E+000   7.94394656E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18718318E+003   4.65613763E-021   1.03475745E-020  -1.19999997E+001  -3.68450543E-021   0.00000000E+000   4.33680869E-020  -6.98672330E+003  -6.98676438E+003  -1.41651917E+004  -2.04522681E+002   7.40339875E-002  -6.79194845E-003   3.13233750E-003   1.19972957E+001   0.00000000E+000   7.99765406E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695754E+003  -1.29255139E-020  -2.13449408E-020  -1.19999997E+001  -1.15339596E-020   4.33680869E-020  -4.33680869E-020  -6.98679697E+003  -6.98684521E+003  -1.41650372E+004  -2.04590892E+002   8.55754400E-002  -8.10498246E-003   3.59411831E-003   1.19968971E+001   0.00000000E+000   8.05137733E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18673032E+003  -5.67044718E-021   4.54833532E-021  -1.19999997E+001  -3.16603896E-021   4.33680869E-020  -1.73472348E-019  -6.98687115E+003  -6.98692661E+003  -1.41648816E+004  -2.04659580E+002   9.71980685E-002  -9.42704058E-003   4.05912962E-003   1.19964957E+001   0.00000000E+000   8.10511603E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18650153E+003  -1.70260653E-021  -6.58353050E-021  -1.19999997E+001   5.83156128E-021  -4.33680869E-020   0.00000000E+000  -6.98694585E+003  -6.98700857E+003  -1.41647250E+004  -2.04728745E+002   1.08901883E-001  -1.07581244E-002   4.52737128E-003   1.19960915E+001   0.00000000E+000   8.15886987E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18627116E+003   2.61756135E-021   2.06144576E-020  -1.19999997E+001  -6.07217261E-021  -4.33680869E-020  -8.67361738E-020  -6.98702107E+003  -6.98709110E+003  -1.41645672E+004  -2.04798388E+002   1.20686935E-001  -1.20982537E-002   4.99884477E-003   1.19956845E+001   0.00000000E+000   8.21263873E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18603921E+003  -6.94021078E-021  -1.71723522E-020  -1.19999997E+001   2.04406669E-021   0.00000000E+000  -8.67361738E-020  -6.98709680E+003  -6.98717419E+003  -1.41644084E+004  -2.04868508E+002   1.32553223E-001  -1.34474456E-002   5.47354980E-003   1.19952748E+001   0.00000000E+000   8.26642228E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
