   iLoop   Phase               EVM               SVM              EpVM             EelVM              ----               E11               E22               E33               E12               E13               E23              Ep11              Ep22              Ep33              Ep12              Ep13              Ep23
       1       1     1.19996262E+001   1.00002270E+000   4.32684825E-004   1.19999997E+001   0.00000000E+000  -1.05109220E-020   3.05647372E-021  -1.19999997E+001  -1.31481392E-021  -4.33680869E-020   1.30104261E-019   1.19063950E-004   1.29959128E-004  -2.49023078E-004   1.24511765E-004  -1.87831194E-005   3.21787175E-006
       2       1     1.19992471E+001   1.00002270E+000   8.71873535E-004   1.19999997E+001   0.00000000E+000  -1.33567955E-020  -9.20027500E-021  -1.19999997E+001  -6.82300445E-021   0.00000000E+000   0.00000000E+000   2.39911470E-004   2.61877577E-004  -5.01789047E-004   2.50894978E-004  -3.78506770E-005   6.48406418E-006
       3       1     1.19988623E+001   1.00002270E+000   1.31751259E-003   1.19999997E+001   0.00000000E+000  -1.99582138E-021  -4.87027401E-021  -1.19999997E+001  -4.84534485E-021   0.00000000E+000   4.33680869E-020   3.62534496E-004   3.95732745E-004  -7.58267241E-004   3.79134308E-004  -5.72004414E-005   9.79728553E-006
       4       1     1.19984749E+001   1.00002270E+000   1.76637744E-003   1.19999997E+001   0.00000000E+000   1.88628613E-020  -1.87993751E-020  -1.19999997E+001  -6.40904191E-021  -8.67361738E-020   0.00000000E+000   4.86045222E-004   5.30556711E-004  -1.01660193E-003   5.08301888E-004  -7.66909006E-005   1.31342158E-005
       5       1     1.19980846E+001   1.00002270E+000   2.21846820E-003   1.19999997E+001   0.00000000E+000  -8.20174393E-021   1.75875969E-020  -1.19999997E+001   1.08146576E-020   8.67361738E-020   8.67361738E-020   6.10443690E-004   6.66349502E-004  -1.27679319E-003   6.38397753E-004  -9.63220850E-005   1.64948602E-005
       6       1     1.19976915E+001   1.00002270E+000   2.67378758E-003   1.19999997E+001   0.00000000E+000   4.16071848E-023   7.18158208E-021  -1.19999997E+001  -8.20713611E-021  -4.33680869E-020  -1.30104261E-019   7.35730641E-004   8.03111924E-004  -1.53884257E-003   7.69422677E-004  -1.16094137E-004   1.98792457E-005
       7       1     1.19972957E+001   1.00002270E+000   3.13233750E-003   1.19999997E+001   0.00000000E+000   4.65613763E-021   1.03475745E-020  -1.19999997E+001  -3.68450543E-021   0.00000000E+000   4.33680869E-020   8.61906607E-004   9.40844550E-004  -1.80275116E-003   9.01377212E-004  -1.36007162E-004   2.32873893E-005
       8       1     1.19968971E+001   1.00002270E+000   3.59411831E-003   1.19999997E+001   0.00000000E+000  -1.29255139E-020  -2.13449408E-020  -1.19999997E+001  -1.15339596E-020   4.33680869E-020  -4.33680869E-020   9.88971691E-004   1.07954748E-003  -2.06851917E-003   1.03426146E-003  -1.56061206E-004   2.67193009E-005
       9       1     1.19964957E+001   1.00002270E+000   4.05912962E-003   1.19999997E+001   0.00000000E+000  -5.67044718E-021   4.54833532E-021  -1.19999997E+001  -3.16603896E-021   4.33680869E-020  -1.73472348E-019   1.11692580E-003   1.21922059E-003  -2.33614639E-003   1.16807531E-003  -1.76256278E-004   3.01749863E-005
      10       1     1.19960915E+001   1.00002270E+000   4.52737128E-003   1.19999997E+001   0.00000000E+000  -1.70260653E-021  -6.58353050E-021  -1.19999997E+001   5.83156128E-021  -4.33680869E-020   0.00000000E+000   1.24576889E-003   1.35986382E-003  -2.60563271E-003   1.30281871E-003  -1.96592394E-004   3.36544494E-005
      11       1     1.19956845E+001   1.00002270E+000   4.99884477E-003   1.19999997E+001   0.00000000E+000   2.61756135E-021   2.06144576E-020  -1.19999997E+001  -6.07217261E-021  -4.33680869E-020  -8.67361738E-020   1.37550137E-003   1.50147761E-003  -2.87697898E-003   1.43849210E-003  -2.17069645E-004   3.71577293E-005
      12       1     1.19952748E+001   1.00002270E+000   5.47354980E-003   1.19999997E+001   0.00000000E+000  -6.94021078E-021  -1.71723522E-020  -1.19999997E+001   2.04406669E-021   0.00000000E+000  -8.67361738E-020   1.50612317E-003   1.64406188E-003  -3.15018505E-003   1.57509538E-003  -2.37688032E-004   4.06848557E-005
      13       1     1.19948622E+001   1.00002270E+000   5.95148741E-003   1.19999997E+001   0.00000000E+000   1.31299826E-020   3.54455991E-020  -1.19999997E+001   1.09127663E-020   4.33680869E-020   4.33680869E-020   1.63763458E-003   1.78761692E-003  -3.42525150E-003   1.71262885E-003  -2.58447617E-004   4.42358611E-005
      14       1     1.19944469E+001   1.00002270E+000   6.43265902E-003   1.19999997E+001   0.00000000E+000   2.93014463E-020   2.00610324E-020  -1.19999997E+001   5.70491476E-021   0.00000000E+000   0.00000000E+000   1.77003598E-003   1.93214317E-003  -3.70217915E-003   1.85109293E-003  -2.79348480E-004   4.78107685E-005
      15       1     1.19940288E+001   1.00002270E+000   6.91706604E-003   1.19999997E+001   0.00000000E+000   1.32106741E-020   2.75594660E-020  -1.19999997E+001  -3.80885136E-021   0.00000000E+000  -4.33680869E-020   1.90332778E-003   2.07764103E-003  -3.98096882E-003   1.99048802E-003  -3.00390714E-004   5.14096086E-005
      16       1     1.19936079E+001   1.00002270E+000   7.40470964E-003   1.19999997E+001   0.00000000E+000   5.62828164E-021  -7.48135233E-021  -1.19999997E+001  -2.77207352E-021  -4.33680869E-020   0.00000000E+000   2.03751032E-003   2.22411084E-003  -4.26162116E-003   2.13081444E-003  -3.21574379E-004   5.50324218E-005
      17       1     1.19931842E+001   1.00002270E+000   7.89559042E-003   1.19999997E+001   0.00000000E+000  -7.31039478E-021   2.11630851E-020  -1.19999997E+001  -1.19540833E-020   4.33680869E-020   4.33680869E-020   2.17258376E-003   2.37155277E-003  -4.54413653E-003   2.27207238E-003  -3.42899519E-004   5.86792375E-005
      18       1     1.19927577E+001   1.00002270E+000   8.38970426E-003   1.19999997E+001   0.00000000E+000  -3.18562557E-020  -1.54183571E-020  -1.19999997E+001   7.97313189E-021  -1.30104261E-019  -1.30104261E-019   2.30854699E-003   2.51996556E-003  -4.82851256E-003   2.41426066E-003  -3.64365976E-004   6.23500457E-005
      19       1     1.19923284E+001   1.00002270E+000   8.88704951E-003   1.19999997E+001   0.00000000E+000   3.34412578E-020   5.21872384E-021  -1.19999997E+001   1.37763467E-020   1.30104261E-019   1.30104261E-019   2.44539963E-003   2.66934866E-003  -5.11474829E-003   2.55737878E-003  -3.85973709E-004   6.60448692E-005
      20       1     1.19918964E+001   1.00002270E+000   9.38762943E-003   1.19999997E+001   0.00000000E+000  -2.96444988E-021   9.40893131E-021  -1.19999997E+001  -6.65057348E-021  -4.33680869E-020   0.00000000E+000   2.58314255E-003   2.81970304E-003  -5.40284560E-003   2.70142769E-003  -4.07722853E-004   6.97637785E-005
