    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850222E+003   1.13365930E-020   3.08921973E-021  -1.19999997E+001  -8.75183971E-021   6.91655341E-021   6.36333502E-021  -6.98629598E+003  -6.98628858E+003  -1.41660948E+004  -2.04123957E+002  -4.23539967E-003   2.15698821E-003   4.31647858E-004   1.19996259E+001   0.00000000E+000   7.67567466E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828745E+003  -1.22491800E-020  -1.14349034E-020  -1.19999997E+001   7.09996003E-021   2.65227192E-021  -1.43519145E-020  -6.98636945E+003  -6.98636215E+003  -1.41659478E+004  -2.04188875E+002  -4.23098560E-003   2.19120540E-003   8.69749858E-004   1.19992465E+001   0.00000000E+000   7.72935434E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18806954E+003  -1.57005084E-020  -4.54039438E-021  -1.19999997E+001  -8.44113000E-021  -1.49977771E-020  -1.07679063E-020  -6.98644400E+003  -6.98643680E+003  -1.41657986E+004  -2.04254745E+002  -4.22667207E-003   2.22639337E-003   1.31427911E-003   1.19988616E+001   0.00000000E+000   7.78303176E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18785006E+003  -1.99755846E-021   9.79696174E-021  -1.19999997E+001  -5.73438824E-021  -1.69547210E-020  -1.14772964E-020  -6.98651910E+003  -6.98651198E+003  -1.41656483E+004  -2.04321092E+002  -4.22242920E-003   2.26215374E-003   1.76202488E-003   1.19984738E+001   0.00000000E+000   7.83672530E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762900E+003   1.05261214E-020   1.66091456E-020  -1.19999997E+001  -8.90505424E-021  -1.21138946E-020  -8.22680750E-021  -6.98659473E+003  -6.98658771E+003  -1.41654969E+004  -2.04387915E+002  -4.21825860E-003   2.29847282E-003   2.21298720E-003   1.19980833E+001   0.00000000E+000   7.89043467E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740636E+003  -1.65447703E-020   3.17042199E-020  -1.19999997E+001   5.91101198E-021  -2.34045791E-020   8.03622509E-021  -6.98667090E+003  -6.98666397E+003  -1.41653445E+004  -2.04455216E+002  -4.21416188E-003   2.33532983E-003   2.66716859E-003   1.19976900E+001   0.00000000E+000   7.94415985E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18718215E+003  -2.04134527E-020   9.36463579E-021  -1.19999997E+001   1.54519406E-021  -8.74032122E-021   1.86876644E-020  -6.98674761E+003  -6.98674078E+003  -1.41651910E+004  -2.04522994E+002  -4.21014136E-003   2.37270486E-003   3.12457083E-003   1.19972939E+001   0.00000000E+000   7.99790070E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695636E+003  -1.73243880E-020  -7.63038960E-021  -1.19999997E+001   3.95735613E-021   3.49348151E-020   7.68682400E-021  -6.98682487E+003  -6.98681812E+003  -1.41650364E+004  -2.04591249E+002  -4.20619581E-003   2.41057729E-003   3.58519418E-003   1.19968950E+001   0.00000000E+000   8.05165694E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18672899E+003  -1.13491248E-020   1.35248166E-020  -1.19999997E+001  -6.78186773E-021  -1.80470957E-020   6.98802181E-021  -6.98690266E+003  -6.98689601E+003  -1.41648807E+004  -2.04659981E+002  -4.20232342E-003   2.44892803E-003   4.04903815E-003   1.19964933E+001   0.00000000E+000   8.10542823E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18650005E+003   1.70072470E-020   5.61579122E-021  -1.19999997E+001  -2.64701932E-021  -2.37328044E-020   1.95664611E-020  -6.98698100E+003  -6.98697444E+003  -1.41647239E+004  -2.04729191E+002  -4.19852137E-003   2.48774116E-003   4.51610251E-003   1.19960889E+001   0.00000000E+000   8.15921428E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
        11     1.19999997E+001   7.18626953E+003  -1.39197953E-021   7.29999298E-021  -1.19999997E+001   4.15778199E-021   1.65594941E-020   2.43521972E-021  -6.98705987E+003  -6.98705340E+003  -1.41645661E+004  -2.04798878E+002  -4.19478497E-003   2.52698593E-003   4.98638863E-003   1.19956817E+001   0.00000000E+000   8.21301496E+014   0.00000000E+000   1.00000000E-014   1.10000000E-013
        12     1.19999997E+001   7.18603744E+003   2.76866450E-020   2.97991816E-023  -1.19999997E+001   3.70440430E-021  -2.69779994E-020  -2.05829006E-020  -6.98713929E+003  -6.98713291E+003  -1.41644072E+004  -2.04869042E+002  -4.19110908E-003   2.56664062E-003   5.45989616E-003   1.19952716E+001   0.00000000E+000   8.26682993E+014   0.00000000E+000   1.00000000E-014   1.20000000E-013
        13     1.19999997E+001   7.18580376E+003  -1.85142873E-020   7.09911217E-021  -1.19999997E+001  -4.61453044E-021   1.31501865E-020  -2.08370105E-020  -6.98721924E+003  -6.98721296E+003  -1.41642472E+004  -2.04939684E+002  -4.18748899E-003   2.60668219E-003   5.93662606E-003   1.19948588E+001   0.00000000E+000   8.32065904E+014   0.00000000E+000   1.00000000E-014   1.30000000E-013
        14     1.19999997E+001   7.18556851E+003  -8.89715467E-022   1.63929620E-020  -1.19999997E+001   5.71178553E-021   2.24463731E-021  -1.76182853E-020  -6.98729974E+003  -6.98729355E+003  -1.41640861E+004  -2.05010803E+002  -4.18391930E-003   2.64708734E-003   6.41657968E-003   1.19944432E+001   0.00000000E+000   8.37450218E+014   0.00000000E+000   1.00000000E-014   1.40000000E-013
        15     1.19999997E+001   7.18533169E+003   5.80490538E-021  -1.43729042E-020  -1.19999997E+001  -7.85434875E-021  -1.81476809E-020   1.24937360E-020  -6.98738078E+003  -6.98737468E+003  -1.41639239E+004  -2.05082400E+002  -4.18039601E-003   2.68783494E-003   6.89975835E-003   1.19940249E+001   0.00000000E+000   8.42835923E+014   0.00000000E+000   1.00000000E-014   1.50000000E-013
