   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850222E+003   5.51063870E-002   2.84782943E+003   2.84777433E+003  -6.56182377E-002  -1.66701038E+002  -1.66635420E+002   2.84779170E+003  -4.82401333E-002   2.84783994E+003   3.77282826E-002  -1.66683660E+002  -1.66645932E+002
       2       1     1.19999997E+001   7.18828745E+003   5.50616272E-002   2.84771286E+003   2.84765779E+003  -6.56150301E-002  -1.66754029E+002  -1.66688414E+002   2.84767516E+003  -4.82481460E-002   2.84772341E+003   3.76947430E-002  -1.66736662E+002  -1.66698967E+002
       3       1     1.19999997E+001   7.18806954E+003   5.50164544E-002   2.84759457E+003   2.84753955E+003  -6.56115333E-002  -1.66807797E+002  -1.66742185E+002   2.84755691E+003  -4.82553003E-002   2.84760516E+003   3.76602214E-002  -1.66790441E+002  -1.66752780E+002
       4       1     1.19999997E+001   7.18785006E+003   5.49708526E-002   2.84747543E+003   2.84742046E+003  -6.56078571E-002  -1.66861954E+002  -1.66796346E+002   2.84743780E+003  -4.82621240E-002   2.84748606E+003   3.76251195E-002  -1.66844608E+002  -1.66806983E+002
       5       1     1.19999997E+001   7.18762900E+003   5.49248376E-002   2.84735543E+003   2.84730050E+003  -6.56040021E-002  -1.66916500E+002  -1.66850896E+002   2.84731784E+003  -4.82686152E-002   2.84736611E+003   3.75894506E-002  -1.66899165E+002  -1.66861575E+002
       6       1     1.19999997E+001   7.18740636E+003   5.48784336E-002   2.84723457E+003   2.84717970E+003  -6.55999704E-002  -1.66971435E+002  -1.66905835E+002   2.84719702E+003  -4.82747717E-002   2.84724530E+003   3.75532349E-002  -1.66954110E+002  -1.66916557E+002
       7       1     1.19999997E+001   7.18718215E+003   5.48316634E-002   2.84711286E+003   2.84705803E+003  -6.55957629E-002  -1.67026761E+002  -1.66961165E+002   2.84707534E+003  -4.82805912E-002   2.84712363E+003   3.75164917E-002  -1.67009445E+002  -1.66971929E+002
       8       1     1.19999997E+001   7.18695636E+003   5.47845515E-002   2.84699029E+003   2.84693551E+003  -6.55913844E-002  -1.67082475E+002  -1.67016884E+002   2.84695281E+003  -4.82860742E-002   2.84700110E+003   3.74792414E-002  -1.67065170E+002  -1.67027691E+002
       9       1     1.19999997E+001   7.18672899E+003   5.47371211E-002   2.84686687E+003   2.84681213E+003  -6.55868398E-002  -1.67138580E+002  -1.67072993E+002   2.84682942E+003  -4.82912219E-002   2.84687772E+003   3.74415031E-002  -1.67121284E+002  -1.67083842E+002
      10       1     1.19999997E+001   7.18650005E+003   5.46893929E-002   2.84674258E+003   2.84668789E+003  -6.55821348E-002  -1.67195073E+002  -1.67129491E+002   2.84670518E+003  -4.82960350E-002   2.84675348E+003   3.74032932E-002  -1.67177787E+002  -1.67140384E+002
