   iLoop   Phase     EVM               SVM                    B5                B4                B2                D6                D1                D4                C1                C5                C3                A6                C2                C3              
       1       1     1.19999997E+001   7.18850064E+003   4.36699279E-002   2.84782372E+003   2.84778005E+003  -5.76679239E-002  -1.66694844E+002  -1.66637176E+002   2.84779049E+003  -4.72312628E-002   2.84783772E+003   3.32332668E-002  -1.66684407E+002  -1.66651174E+002
       2       1     1.19999997E+001   7.18828443E+003   3.20197585E-002   2.84770143E+003   2.84766941E+003  -4.95973544E-002  -1.66741513E+002  -1.66691916E+002   2.84767279E+003  -4.62196259E-002   2.84771901E+003   2.86420300E-002  -1.66738135E+002  -1.66709493E+002
       3       1     1.19999997E+001   7.18806506E+003   2.01996080E-002   2.84757736E+003   2.84755716E+003  -4.14078474E-002  -1.66788863E+002  -1.66747455E+002   2.84755337E+003  -4.51927916E-002   2.84759857E+003   2.39845522E-002  -1.66792648E+002  -1.66768663E+002
       4       1     1.19999997E+001   7.18784408E+003   8.29240899E-003   2.84745238E+003   2.84744408E+003  -3.31580431E-002  -1.66836560E+002  -1.66803402E+002   2.84743308E+003  -4.41584310E-002   2.84747724E+003   1.92927969E-002  -1.66847560E+002  -1.66828267E+002
       5       1     1.19999997E+001   7.18762150E+003  -3.70183919E-003   2.84732648E+003   2.84733018E+003  -2.48479398E-002  -1.66884603E+002  -1.66859755E+002   2.84731191E+003  -4.31165397E-002   2.84735503E+003   1.45667608E-002  -1.66902872E+002  -1.66888305E+002
       6       1     1.19999997E+001   7.18739732E+003  -1.57829468E-002   2.84719968E+003   2.84721546E+003  -1.64776562E-002  -1.66932992E+002  -1.66916515E+002   2.84718987E+003  -4.20671557E-002   2.84723194E+003   9.80655270E-003  -1.66958582E+002  -1.66948775E+002
       7       1     1.19999997E+001   7.18717154E+003  -2.79507963E-002   2.84707197E+003   2.84709992E+003  -8.04730281E-003  -1.66981727E+002  -1.66973680E+002   2.84706696E+003  -4.10103057E-002   2.84710797E+003   5.01220651E-003  -1.67014690E+002  -1.67009678E+002
       8       1     1.19999997E+001   7.18694415E+003  -4.02053163E-002   2.84694336E+003   2.84698356E+003   4.43104341E-004  -1.67030808E+002  -1.67031251E+002   2.84694318E+003  -3.99459915E-002   2.84698312E+003   1.83779535E-004  -1.67071197E+002  -1.67071013E+002
       9       1     1.19999997E+001   7.18671517E+003  -5.25464744E-002   2.84681384E+003   2.84686639E+003   8.99361435E-003  -1.67080233E+002  -1.67089227E+002   2.84681852E+003  -3.88740879E-002   2.84685739E+003  -4.67877212E-003  -1.67128101E+002  -1.67132780E+002
      10       1     1.19999997E+001   7.18648460E+003  -6.49743738E-002   2.84668341E+003   2.84674839E+003   1.76042729E-002  -1.67130005E+002  -1.67147609E+002   2.84669299E+003  -3.77946900E-002   2.84673078E+003  -9.57541087E-003  -1.67185404E+002  -1.67194979E+002
      11       1     1.19999997E+001   7.18625242E+003  -7.74890703E-002   2.84655208E+003   2.84662957E+003   2.62751244E-002  -1.67180121E+002  -1.67206397E+002   2.84656659E+003  -3.67077650E-002   2.84660330E+003  -1.45061809E-002  -1.67243104E+002  -1.67257611E+002
      12       1     1.19999997E+001   7.18601863E+003  -9.00907554E-002   2.84641984E+003   2.84650993E+003   3.50063380E-002  -1.67230585E+002  -1.67265591E+002   2.84643931E+003  -3.56132593E-002   2.84647493E+003  -1.94711582E-002  -1.67301204E+002  -1.67320676E+002
      13       1     1.19999997E+001   7.18578325E+003  -1.02779293E-001   2.84628669E+003   2.84638947E+003   4.37978407E-002  -1.67281394E+002  -1.67325192E+002   2.84631116E+003  -3.45112083E-002   2.84634567E+003  -2.44702443E-002  -1.67359703E+002  -1.67384173E+002
