    iLoop            EVM               SVM               E11               E22               E33               E12               E13               E23               S11               S22               S33               S12               S13               S23              EpVM              dEVM             dEpVM             TotDens         TotJunctDens         DTIME           DTIMETOT
         1     1.19999997E+001   7.18850238E+003   3.67818267E-021  -3.40120124E-021  -1.19999997E+001  -7.99925011E-022   2.16840434E-020   0.00000000E+000  -6.98628747E+003  -6.98629698E+003  -1.41660949E+004  -2.04123907E+002  -1.27193902E-002   1.78284353E-002   4.35591860E-004   1.19996262E+001   0.00000000E+000   7.67563353E+014   0.00000000E+000   1.00000000E-014   1.00000000E-014
         2     1.19999997E+001   7.18828777E+003   1.47893276E-020   1.01267586E-020  -1.19999997E+001  -9.22155423E-021   8.67361738E-020   0.00000000E+000  -6.98635232E+003  -6.98637907E+003  -1.41659480E+004  -2.04188779E+002  -2.13243533E-002   3.37671873E-002   8.77727048E-004   1.19992471E+001   0.00000000E+000   7.72927604E+014   0.00000000E+000   1.00000000E-014   2.00000000E-014
         3     1.19999997E+001   7.18807001E+003   1.28646438E-020  -3.63885023E-021  -1.19999997E+001  -1.37814494E-020   0.00000000E+000   0.00000000E+000  -6.98641811E+003  -6.98646237E+003  -1.41657989E+004  -2.04254604E+002  -3.00560804E-002   4.99409633E-002   1.32635536E-003   1.19988624E+001   0.00000000E+000   7.78291757E+014   0.00000000E+000   1.00000000E-014   3.00000000E-014
         4     1.19999997E+001   7.18785067E+003   2.20433293E-021   1.88396175E-020  -1.19999997E+001  -6.31686815E-021   6.50521303E-020   0.00000000E+000  -6.98648439E+003  -6.98654627E+003  -1.41656487E+004  -2.04320905E+002  -3.88512767E-002   6.62322512E-002   1.77823245E-003   1.19984749E+001   0.00000000E+000   7.83657575E+014   0.00000000E+000   1.00000000E-014   4.00000000E-014
         5     1.19999997E+001   7.18762976E+003  -3.15519773E-021  -7.93712885E-021  -1.19999997E+001   4.13377307E-021   8.67361738E-020   4.33680869E-020  -6.98655114E+003  -6.98663078E+003  -1.41654975E+004  -2.04387684E+002  -4.77099598E-002   8.26410744E-002   2.23335845E-003   1.19980846E+001   0.00000000E+000   7.89025028E+014   0.00000000E+000   1.00000000E-014   5.00000000E-014
         6     1.19999997E+001   7.18740727E+003   3.28440334E-021   9.04426874E-021  -1.19999997E+001   4.56390699E-021   1.08420217E-019   0.00000000E+000  -6.98661836E+003  -6.98671588E+003  -1.41653451E+004  -2.04454939E+002  -5.66321921E-002   9.91675363E-002   2.69173611E-003   1.19976916E+001   0.00000000E+000   7.94394114E+014   0.00000000E+000   1.00000000E-014   6.00000000E-014
         7     1.19999997E+001   7.18718321E+003   7.85846397E-021   5.34730907E-021  -1.19999997E+001   7.04339122E-021  -6.50521303E-020  -4.33680869E-020  -6.98668607E+003  -6.98680160E+003  -1.41651917E+004  -2.04522671E+002  -6.56180195E-002   1.15811713E-001   3.15336738E-003   1.19972958E+001   0.00000000E+000   7.99764823E+014   0.00000000E+000   1.00000000E-014   7.00000000E-014
         8     1.19999997E+001   7.18695757E+003   1.95600298E-020   5.65894937E-021  -1.19999997E+001  -7.04034099E-023   0.00000000E+000   0.00000000E+000  -6.98675425E+003  -6.98688791E+003  -1.41650372E+004  -2.04590881E+002  -7.46674605E-002   1.32573631E-001   3.61825269E-003   1.19968971E+001   0.00000000E+000   8.05137125E+014   0.00000000E+000   1.00000000E-014   8.00000000E-014
         9     1.19999997E+001   7.18673035E+003  -7.35921911E-021   6.68341255E-021  -1.19999997E+001  -2.25514250E-021  -2.16840434E-020   8.67361738E-020  -6.98682291E+003  -6.98697483E+003  -1.41648816E+004  -2.04659569E+002  -8.37805200E-002   1.49453289E-001   4.08639167E-003   1.19964957E+001   0.00000000E+000   8.10510988E+014   0.00000000E+000   1.00000000E-014   9.00000000E-014
        10     1.19999997E+001   7.18650156E+003  -1.28398283E-020   1.77197390E-020  -1.19999997E+001   7.62236595E-022   4.33680869E-020   8.67361738E-020  -6.98689205E+003  -6.98706236E+003  -1.41647250E+004  -2.04728733E+002  -9.29572055E-002   1.66450693E-001   4.55778417E-003   1.19960916E+001   0.00000000E+000   8.15886382E+014   0.00000000E+000   1.00000000E-014   1.00000000E-013
